"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"1714486","2015-10-01 06:58:56","1403821","2.9300","141","83","E","5","<p>A General Practitioner encounters a 39 year old patient who is thinking about starting a family. She is concerned that any child she will have to cut down her drinking habits, as she currently consumes 6 units every 2 days and is aware of the effects of alcohol on a fetus. Which of the following is the best advice the doctor can offer the patient if she wants to give birth to the healthiest possible child?</p>","<p>You can consume as much alcohol as you wish, provided you don't binge drink during your pregnancy</p>","<p>You can consume the recommended alcohol intake for a female who is not pregnant</p>","<p>You should consume only 2 units of alcohol a day maximum</p>","<p>You should only drink alcohol with meals and it should be a maximum of 2 units with a meal</p>","<p>You should stop drinking completely before and during your pregnancy</p>","<p>According to Dave Wilson's lecture, the best advice with any patient is to tell them to stop drinking at all, as there is not enough evidence to determine a valid cut-off answer. NHS guidelines state that you should not drink, but if you do, to consume between 1 and 2 units once or twice a week. Thus, the best statement is the last one. Drinking during pregnancy can lead to fetal alcohol syndrome, especially if large amounts of alcohol are consumed between the 3rd to 8th week of embryonic development. The effects of FAS depend on the&nbsp;</p><ul><li>Dosage of the alcohol</li><li>Genotype of the fetus</li><li>Exposure time to the alcohol&nbsp;</li></ul><p>Genotype relates to factors including how present the enzyme alcohol dehydrogenase is present in the fetus.</p><p>&nbsp;</p><p>For alcohol and pregnancy guidelines see</p><p>http://www.nhs.uk/Conditions/pregnancy-and-baby/pages/alcohol-medicines-drugs-pregnant.aspx</p><p>&nbsp;</p><p>Note: Binge Drinking is,&nbsp;for men, is drinking more than 8 units of alcohol &ndash; or about three pints of strong beer. For women, it&rsquo;s drinking more than 6 units of alcohol, equivalent to two large glasses of wine.</p><p><br />NHS Guidelines for Drinking are&nbsp;<br />Women can have 2-3 units a day<br />That&rsquo;s no more than a standard 175ml glass of wine (ABV 13%)<br />Men can have 3-4 units a day<br />That&rsquo;s not much more than a pint of strong lager, beer or cider (ABV 5.2%)</p><p>With two alcohol free days a week&nbsp;</p>","Embryology, Case 7"
"1714503","2015-10-01 07:24:07","1403821","2.7100","133","82","E","5","<p>A foundation year doctor is reviewing some evidence regarding a new drug which his consultant is considering using on the cardiology ward she works on. The consultant alerts the doctor that she will only use the drug if it achieves the highest level of clinical standard in regards to its epidemiology. Which of the following is the highest level of appraised study that will most likely please the consultant?</p>","<p>Case-control study</p>","<p>Cross-Control Study&nbsp;</p>","<p>Prospective cohort&nbsp;</p>","<p>Randomised Control Trial&nbsp;</p>","<p>Systematic Review</p>","<p><img src=""../images/view.php?file=127359"" alt=""no description"" /></p>","Professionalism, Case 7"
"1714588","2015-10-01 08:34:26","1301921","3.0000","137","84","C","4","<p>A couple had their genetic screening test and they found out that both are carriers for cystic fibrosis.&nbsp;</p><p>&nbsp;</p><p>What is their chance of having a baby affected by CF?</p>","<p>1/2</p>","<p>2/4</p>","<p>1/4</p>","<p>3/4</p>","","<p>CF is a recessive gene disorder.</p><p>&nbsp;</p><p><img src=""../images/view.php?file=127369"" alt=""no description"" width=""459"" height=""404"" /></p><p>&nbsp;</p>","Case 7, Genetics"
"1714604","2015-10-01 08:22:09","1301921","3.1600","144","89","D","5","<p>A 40-year-old woman just received her results for a quadruple test (AFP, uE3, hCG, inhibin A) and her doctor explains that her baby is at risk for Down's syndrome.</p><p>&nbsp;</p><p>What would her results look like?&nbsp;</p>","<p>AFP (high), uE3 (low), hCG (high), inhibin A (high)</p>","<p>AFP (low), uE3 (high), hCG (high), inhibin A (high)</p>","<p>AFP (low), uE3 (low), hCG (low), inhibin A (high)</p>","<p>AFP (low), uE3 (low), hCG (high), inhibin A (high)</p>","<p>AFP (low), uE3 (low), hCG (low), inhibin A (low)</p>","<p>A quadruple test is done if the pregnancy is too advanced for the earlier tests or if the combined test was not offered. The quadruple test for chromosomal abnormalities consists of testing maternal serum for:</p><ul><li>&alpha;-fetoprotein (low)</li><li>uE3 (low)&nbsp;</li><li>human chorionic gonadotrophin (high)&nbsp;</li><li>inhibin A (high)</li></ul><p>&nbsp;</p><p>The &alpha;-fetoprotein is high for neural tube defects.</p><p>&nbsp;</p>","Case 7, Screening"
"1715953","2015-10-01 22:20:46","1301921","2.8600","126","80","C","4","<p>During GP placement you are asked to describe the oogenesis cycle.&nbsp;</p><p>&nbsp;</p><p>At which stages does the cells arrest?&nbsp;</p>","<p>Prophase I, Anaphase II</p>","<p>Metaphase I,Metaphase II</p>","<p>Prophase I,&nbsp;Metaphase II</p>","<p>Prophase I,&nbsp;Metaphase I</p>","","<p><img src=""../images/view.php?file=127454"" alt=""no description"" width=""339"" height=""479"" /></p>","Case 7, Cell cycle"
"1716891","2015-10-02 06:36:54","1301921","2.4600","128","85","B","5","<p>You are reading Langman's Medical Embryology.&nbsp;</p><p>&nbsp;</p><p>On which day is the neurulation process completed? (embryonic timeline)</p>","<p>Day 18&nbsp;</p>","<p>Day 28</p>","<p>Day 23</p>","<p>Day 26</p>","<p>Day 49</p>","<p>Neurulation process is completed on the 28th day.</p>","Case 7, Embryology"
"1716903","2015-10-02 06:53:39","1406500","3.1100","143","84","B","5","<p>A 32 year old male presents to an infertility. Investigations show higher than expected LH and FSH and a lower than expected testosterone level. He is tall in stature and has visible gnaecomastia. Wat is the chromosomal abnormality responsible for his infertility?</p>","<p>XYY</p>","<p>47, XXY</p>","<p>A deletion at 22q11.2</p>","<p>45, X</p>","<p>Trisomy 13</p>","<p>47, XXY is the karyotype of Klinefleter syndrome effecting 1-2/1000 males. Presents with primary hypogonadism, infertility, small testes, tall stature, gynaecomastia and shyness.</p><p>XYY syndrome effects 1in1000 males. Presents with tall stature but normal fertility and normal testosterone levels.</p><p>A deletion at 22q11.2 is Di George syndrome effecting 1 in 5000. Causes heart anomolies, cleft palate, short stature and long thin fingers.</p><p>45,X Is Turner Syndrome effecting 1in2000 women. Webbed neck, short stature, infertility and primary amenorrhea.</p><p>Trisomy 13 is Pataus Syndrome effecting 1 in 10000. Features are holoprosencephaly, low set esrs and developmental delay. only 20% survive 1st year of life.</p>","Case 7, Genetics"
"1716910","2015-10-02 07:01:17","1301921","3.0100","158","101","C","5","<p>A pregnant woman comes into the GP presenting with a cold. She is concerned about the baby's immune system. The doctor explains to her that mother's antibodies cross the placenta and reach into the baby's bloodstream.</p><p>&nbsp;</p><p>What type of antibodies could have been mentioned by the doctor?</p>","<p>IgA</p>","<p>IgM</p>","<p>IgG</p>","<p>IgM and IgG</p>","<p>IgM and IgA</p>","<p>IgG is the antibody that crosses the placenta.</p><p>&nbsp;</p><p><img src=""../images/view.php?file=127509"" alt=""no description"" width=""361"" height=""271"" /></p>","Case 7, Immunology"
"1716960","2015-10-02 08:23:35","1406098","2.9400","122","77","D","5","<p>Why are gene duplications considered less severe than gene&nbsp;deletions?</p>","<p>Duplications can cause up-regulation of expression therefore amount of the specific protein made will be accounted for i.e enough protein will be made</p>","<p>A deletion often includes more than one gene whilst a duplication will only involve a single gene.</p>","<p>A duplication often includes more than one gene whilst a deletion can be&nbsp;as small as a single base.</p>","<p>The body can deal with duplications by down regulating&nbsp;expression of the duplicated gene.</p>","<p>Duplication is a natural and&nbsp;common process which is dealt with by the body in a process called imprinting.</p>","<p>A) up-regulation is not needed with duplications as often to much of the protein is produced</p><p>B) made&nbsp;up</p><p>C) made up, duplications can involve only on base pair , also deletion of one base pair is&nbsp;sometimes&nbsp;enough so alter the shape of the protein produced so much it is not functional</p><p>D) correct - see chromosomal abnormalities lecture case 7</p><p>E) Imprinting is dependent on whether a chromosome comes from the paternal or maternal source. Whilst this may sometimes limit the effect of a duplication or deletion it does not answer the question.</p>","Case 7, Genetics"
"1716965","2015-10-02 08:30:13","1406500","3.2800","160","92","A","5","<p>A male, who is affected by Duchenne Muscular dystrophy, asks you what the outcome for his children would be with regards to carrying or presenting with Duchenne. His partner is not a carrier. What is your response?</p>","<p>All daughters will be carriers, all sons will be unaffected.</p>","<p>All daughters will have Duchennes. All sons will be carriers.</p>","<p>Both sons and daughters will be carriers.</p>","<p>Sons will present with Duchenne. Daughters will be carriers</p>","<p>Sons will be carriers. Daugthers will not be affected.</p>","<p>Duchenne's is an X linked recessive condition. Because the partner is not a carrier, the mothers X gametes will be normal, so no sons can have the gene for Duchenne's. All daughters will be carriers as they will all recieve a copy of the recessive x gene for Duchennes and a dominant X from the mother. <img src=""../images/view.php?file=127513"" alt=""no description"" /></p>","Case 7, Genetics"
"1716982","2015-10-02 08:53:15","1406098","3.1600","140","77","D","5","<p>You are on placement at a GP surgery. A 17 year old female reports with her mother. She is complaining of primary amenorrhea, you also notice that she&nbsp;has a unusually thick neck and despite&nbsp;her mum being around 5ft 11inch she is barley 5'0ft&nbsp; tall.</p><p>Considering these initial, superficial observations, what diagnosis may come to mind?</p>","<p>Klinefelters syndrome</p>","<p>XYY syndrome</p>","<p>Downs syndrome</p>","<p>Turners syndrome</p>","<p>Spina bifida occulata</p>","<p>Almost all girls with Turner syndrome will grow up to be shorter than average, with underdeveloped ovaries.</p><p>Girls with Turner syndrome will also have distinctive features and associated health conditions, some of which may be apparent from birth.</p><p>They may be born with swollen hands and feet, caused by a build-up of excess fluid in the surrounding tissues. This is known as lymphoedema, and it usually clears soon after birth.</p><p>Other features that may have developed in the womb include:</p><p>thick neck tissueswelling of the neck (cystic hygroma)being a small babyheart conditionskidney abnormalities</p><p>GrowthBabies with Turner syndrome may grow at a normal rate until three years of age. After this age, their growth slows down.</p><p>At puberty (usually at age 8 to 14), a girl with Turner syndrome will not have the normal growth spurt, even with female oestrogen hormone replacement (HRT).</p><p>Girls with Turner syndrome are typically short in relation to the height of their parents. On average, adult women with untreated Turner syndrome are 20cm (8 inches) shorter than adult women without the syndrome. Treatment with additional high-dose growth hormone reduces this difference by about 5cm (about 2 inches) on average.</p><p>Read more about growth hormone treatment in Turner syndrome.</p><p>OvariesOvaries are the pair of female reproductive organs that produce eggs and sex hormones. During puberty, a girl's ovaries usually begin to produce the sex hormones oestrogen and, once fully mature, progesterone. These trigger periods to begin.</p><p>Around 90% of girls with Turner syndrome will not produce enough of these sex hormones, which means:</p><p>they may not begin sexual development or fully develop breasts without female hormone replacement therapy (HRT)they may begin sexual development but not complete itthey may not start their monthly periods naturallyit's likely they will be infertile (unable to have a baby) without assistance</p><p>Even though many women with Turner syndrome have undeveloped ovaries and are infertile, their vagina and womb develop normally. This means they are able to have a normal sex life following treatment with female hormones.</p><p>Most girls need hormone replacement therapy (HRT) with oestrogen from around 10 to 12 years of age to begin breast development, and about three years later with added progesterone to bring on monthly periods.</p><p>A minority (10%) of girls with Turner syndrome experience some physical changes naturally during puberty, but only a very small number (1%) become spontaneously pregnant.</p><p>Other symptomsThere are many other symptoms or characteristics that can affect girls and women with Turner syndrome. Some of these are listed below.</p><p>General featuresa particularly short, wide neck (webbed neck)a broad chest and widely spaced nipplesarms that turn out slightly at the elbowsa low hairlinemouth abnormalities, which can cause problems with the teetha large number of molessmall, spoon-shaped nailsa short fourth finger or toe</p>","Case 7, Genetics"
"1716983","2015-10-02 08:55:07","1406500","2.6500","125","81","C","5","<p>At day 4 after fertilisation, how would you describe the fertilised ovum?</p>","<p>A zygote</p>","<p>A blastocyst</p>","<p>A morula</p>","<p>A fertilised ovum</p>","<p>Trilaminar disc</p>","<p>At 4 days after fertilisation a morula is preset. This is around 16-32 cells which then undergo compaction. A blastocyst cavity then forms and it becomes a blastocyst which implants in the uterine wall at day 7 roughly. The trilaminar disc is formed by gastrulation after the formation of the primitive streak (induced by Hensons node) at day 16.</p>","Case 7, Embryology"
"1718287","2015-10-02 18:07:22","1406098","3.0600","109","67","C","5","<p>During the menstrual cycle (and pregnancy) what hormone suppresses the maternal&nbsp;immune system?&nbsp;</p>","<p>Oestrogen</p>","<p>Inhibin A</p>","<p>Progesterone</p>","<p>FSH</p>","<p>Prolactin</p>","<p>Oestrogen - up-regulates progesterone receptors, increases&nbsp;bone density and&nbsp;increases circulating clotting factors</p><p>Inhibin A - Nothing to do with immunity as far as we've been taught, but if tested ay high levels in the quad test it may suggest downs syndrome (assuming other factors tested for back thing up)&nbsp;</p><p>Progesterone - Yes, it also reduces myometrium contractility&nbsp;and produces the 'hospitable' endometrium</p><p>FSH- No</p><p>Prolactin - Milk&nbsp;production in&nbsp;the breast &nbsp;</p><p>&nbsp;</p><p>Dr Coffee's&nbsp;Lecture - Case 2</p>","Embryology, endocrinology"
"1718571","2015-10-02 21:29:26","1406500","2.7500","132","76","B","5","<p>The lens and cornea are derived from the same ectodermal derivative as what?</p>","<p>Melanocytes</p>","<p>Nails</p>","<p>Spinal cord</p>","<p>Schwann Cells</p>","<p>Retina</p>","<p>The ectoderm differentiates to 3 layers.</p><p>1) The outer ectoderm which gives rise to Hair, epidermis, nails, sebaceous glands, lens, cornea, olfactory epithelium</p><p>2) The Neural crest cells: PNS, adrenal medulla, Schwann cells, dentine of teeth, melanocytes, neuroglial cells and facial cartilage.</p><p>3)Neural Tube: Brain, retina, spinal cord, motor neurones and the neural pituitary.</p>","Case 7, Embryology"
"1718592","2015-10-02 21:41:17","1403821","3.2000","159","93","D","5","<p>A young man considering having children with his new wife is told by his geneticist that &nbsp;the medical condition he has is of recessive origin. Given his wife's genotype and without any new mutations, he is told that should he have any daughters they would be carriers but won't have the condition, while if he has any sons, they can be neither affected by the condition or be carriers of the condition. Which of the following conditions does the man most likely have?</p>","<p>B-thalassemia&nbsp;</p>","<p>Cystic Fibrosis&nbsp;</p>","<p>Huntington's Disease&nbsp;</p>","<p>Red-green colour blindness</p>","<p>Tay-sachs disease&nbsp;</p>","<p>B and E are autosomal recessive, A and C are autosomal dominant but the stem identifies a patient with an X-linked recessive condition. This is shown because the man has the condition but is told that has daughters will be carriers (as they will almost certainly inherit the X chromosome from him) and that his sons will not be (as the man provides the Y chromosome to any sons, which is where the X linked recessive gene is found). Thus D is the only option that matches the stem of the question. Other X-linked recessive conditions include Duchenne Muscular Dystrophy and Haemophilia A.</p>","Case 7, Genetics, Screening"
"1718611","2015-10-02 21:49:00","1400468","3.0800","139","75","A","5","<p>LO:&nbsp;Testing for&nbsp;neural tube defects in relation to screening in the first 12 weeks of pregnancy</p><p>&nbsp;</p><p>Scenario: A 12 week pregnant woman, aged 40, attends a booking appointment with her midwife. She is concerned that she has a family history of spina bifida, and is seeking advice. The midwife has suggested a particular test regarding the patient's case.</p><p>&nbsp;</p><p>Which of the following&nbsp;markers is she most likely looking for?</p><p>&nbsp;</p>","<p>Alpha Fetoprotein</p>","<p>Cerebrospinal Fluid</p>","<p>Dihydrofolate reductase</p><p>&nbsp;</p><p>&nbsp;</p>","<p>Inhibin A</p>","<p>Nuchal Translucency</p>","<p>Blood tests are run, and in the triple test, high AFP suggests neural tube defects.</p><p>&nbsp;</p><p>Elevated inhibin A is also suggestive of downs syndrome - it can be indicative of spina bifida, however AFP is more likely to be used.</p><p>&nbsp;</p><p>Nuchal Translucency higher than 3.5mm is suggestive of high risk for downs syndrome.</p><p>&nbsp;</p><p>Dihydrofolate reductase is an enzyme so does not act as a marker. However, low folate can be associated with neural tube defects.</p><p>&nbsp;</p><p>Tests for CSF are not appropriate with regards to this case.</p><p>&nbsp;</p>","Case 7, Genetics, Screening, Embryology, Group 40"
"1718640","2015-10-02 21:59:15","1403821","2.6800","126","74","C","5","<p>A 14-year-old adolescent is told by a geneticist they have a karyotype that corresponds to a very severe condition, similar to Klinefelter's Syndrome. You are told that the patient's karyotype is perhaps the most severe form and is responsible for the short stature and developmental delay of the adolescent; the geneticist adds that the incidence of this condition is 1 in 100,000 births. Which of the following karyotypes does this patient most likely have?</p>","<p>47, XXX</p>","<p>48, XXXX</p>","<p>49, XXXXY</p>","<p>48, XXXY</p>","<p>48, XXYY</p>","<p>49, XXXXY has an incidence rate of 1 in 100,000 and the symptoms are similar to Klinefelter's but more severe. These include short stature, developmental delay and learning disabilities for the majority with the karyotype. Distinctive facial features are also present while 50-100% have congenital malformations. &nbsp;48, XXXY and 48, XXYY have higher incidence rates but are less severe, as is the same with 47, XXX and 48 XXXX.</p><p>&nbsp;</p><p>Information taken from Chromosomal abnormalities lecture, Case 7&nbsp;</p>","Genetics, Screening, Case 7"
"1718658","2015-10-02 22:09:46","1403821","3.0900","151","91","C","5","<p>A General Practioneer is discussing Fetal Alcohol syndrome with a patient and describes a term referring to a problem that occurs during organogenesis, with most types occurring between 3 to 8 weeks. Which of the following terms best matches the description?</p>","<p>Deformation</p>","<p>Disruption</p>","<p>Malformation</p>","<p>Syndrome</p>","<p>Tetralogy&nbsp;</p>","<p>A malformation occurs during formation of structures (e.g. organogenesis) and can be caused by environmental/genetic factors acting independently or in concert (most have origin during the 3-8th weeks of gestation).</p><p>&nbsp;</p><p>A disruption is a result of alteration in pre-existing structures due to destructive processes (e.g. Amniotic band syndrome/limb amputations).</p><p>&nbsp;</p><p>A deformation occurs due to mechanical factors that mould fetal parts over prolonged periods (e.g. Clubfeet result from compression in the amniotic cavity).</p><p>&nbsp;</p><p>A syndrome is a&nbsp;pattern of&nbsp;malformations occurring together that are considered to have a specific common cause &nbsp;and the term indicates that &nbsp;a diagnosis has been made and that risk of recurrence is know.</p><p>&nbsp;</p><p>Tetralogy is the science of the study of these disorders.</p>","Embryology, Case 7"
"1718661","2015-10-02 21:08:54","1406500","2.6300","134","83","C","5","<p>Which signalling molecule is responsible, amongst other roles, for the differentiation of ectodermal cells to epidermis?</p>","<p>Noggin</p>","<p>Sonic Hedgehog</p>","<p>BMP-4</p>","<p>Choridin</p>","<p>Follistatin</p>","<p>BMP-4 is a is part of the TGF-Beta family which is released from the dorsal part of notocord and causes differentiation of the ectoderm germ layer. The TGF-Beta family of proteins regulate cell differentiation.</p><p>Sonic hedgehog protein is expressedn in the notochord and induces patterning of somites and neural patterning.</p><p>Choridin, Follistatin and Noggin all inhibit BMP-4 to ensure that some ectodermal cells do not differentiate, to skin for example, but become nervous tissue instead.</p>","Embryology, Case 7"
"1718666","2015-10-02 22:16:06","1400153","3.1400","150","87","A","5","<p>A mother comes into your GP surgery with a set of Quadruple blood test results. She has been informed that her baby has Down's syndrome following an amniocentesis. What are the most likely set of blood results</p>","<p>Decreased alpha feto-protein</p><p>Increased BhCG</p><p>Increased Inhibin-A</p><p>Decreased uE3</p>","<p>Increased alpha feto-protein</p><p>Decreased BhCG</p><p>Decreased Inhibin-A</p><p>Increased uE3</p>","<p>Increased alpha feto-protein</p><p>Increased BhCG</p><p>Increased Inhibin-A</p><p>Increased uE3</p><p>&nbsp;</p>","<p>Decreased alpha feto-protein</p><p>Decreased BhCG</p><p>Decreased Inhibin-A</p><p>Decreased uE3</p>","<p>Decreased alpha feto-protein</p><p>Decreased BhCG</p><p>Decreased uE3</p><p>Decreased PAPPA-A</p>","<p>A is the correct combination.</p><p>&nbsp;</p><p>The PAPPA-A is for the combined test, not the Quadruple test. A decreased PAPPA-A reading would however indicate Down's syndrome.</p>","Embryology, Screening, Case 7"
"1718669","2015-10-02 22:21:37","1403821","2.6200","142","92","C","5","<p>A female patient sees a dermatology speciality trained General Practitioner about receiving some treatment for her acne, which is very severe and has not responded well to topical treatments or antibiotics. The patient and doctor decide on a common treatment and after advising the patient to use a form of contraception, the doctor asks politely to do which of the following tests on the patient?&nbsp;</p>","<p>Full Blood Count&nbsp;</p>","<p>Liver Function Tests&nbsp;</p>","<p>Pregnancy Test&nbsp;</p>","<p>Sexually Transmitted Infection testing via a blood test</p>","<p>Urinalysis</p>","<p>The common treatment likely prescribed is&nbsp;Isotretinoin (13-cis-retinoic acid). This is an analogue of Vitamin A and is used for treatment of acne and similar dermatological problems. In neonates, there is a risk of being born with a cleft palate and/or Cardiac abnormalities. Thus a pregnancy test must be done before isotretinoin is prescribed for severe acne and the patient should use contraception if sexually active. Note a blood test would also need to be performed for potential side effects risks.</p><p>&nbsp;</p><p>http://www.nhs.uk/conditions/acne/pages/treatment.aspx</p>","Embryology, Screening, Case 7"
"1718672","2015-10-02 22:24:43","1403862","3.2400","163","92","D","5","<p>Mrs Davies visits her General Practitioner having missed her last period and believes she might be pregnant. She requests a pregnancy test which detects hCG in her urine. She asks which cells produce the chemical which has given a positive result?</p>","<p>Corpus Luteum</p>","<p>Cytotrophoblasts</p>","<p>Embryoblasts</p>","<p>Syncytiotrophoblasts</p>","<p>Trophoblasts</p>","<p>Syncytiotrophoblasts are specialised trophoblasts that have enlarged and fused to form a syncytium. They produce hCG.</p><p>Trophoblasts differentiate into cytotrophoblasts and syncytiotrophoblasts which together become the fetal part of the placenta.</p>","Embryology, Case 7, Group 43"
