"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"4675073","2020-10-09 23:13:58","1903473","2.4300","173","143","B","5","<p>An array-CGH can be used to detect deletions and duplications in the genome. What colour signal would indicate a deletion, such as 22q11.2 syndrome?&nbsp;</p>","<p>Yellow</p>","<p>Red</p>","<p>Green</p>","<p>Blue</p>","<p>Purple&nbsp;</p>","<p>A test sample and a reference sample of DNA are fluorescently labelled using different colours. The sample DNA and reference DNA should bind equally to the DNA probes fixed to the inert base. To read the array, we measure the ratio of reference DNA to test DNA.&nbsp;</p><p>&nbsp;</p><p>If reference = test then the signal will be yellow.</p><p>If reference &gt; test, then the signal will be red, i.e. in the case of a deletion.</p><p>If reference &lt; test, then the signal will be green, indicating a duplication.&nbsp;</p><p>&nbsp;</p><p>Blue and purple are made up answers.&nbsp;</p><p>&nbsp;</p><p>The array-CGH can detect deletions down to about 50,000 bases, meaning it has a much higher resolution than karyotyping, and is much more efficient than FISH.&nbsp;</p>","Case 7, genes, Chromosomal abnormalities, Genetics, Unusual patterns of inheritance"
"4675135","2020-10-09 23:44:11","1900671","3.1200","161","129","D","5","<p>Jane is told she is 40 weeks pregnant. What would her embryological age be?</p>","<p>39 weeks&nbsp;</p>","<p>25 weeks&nbsp;</p>","<p>30 weeks&nbsp;</p>","<p>38 weeks&nbsp;</p>","<p>42 weeks&nbsp;</p>","<p>The answer is D, 38 weeks. This is because pregnancy is counted from the 1st day of Janes last period. (As this is information we KNOW). However, the sperm and the egg don&rsquo;t meet until the egg is released (ovulation) has occurred. This occurs at around 14 days, fertilisation takes place during this period. Day 12-15. Fertilisation can occur 12-24 hours after ovulation &gt; this means due dates may not ever be exact.</p>","Case 7, Development of the normal embryo"
"4678006","2020-10-10 21:14:51","1801276","3.1000","153","128","C","4","<p>A 40 year old pregnant women comes into your GP surgery and tell you she is pregnant, it has been 16 weeks since her last period and she is concerned that her baby may have downs syndrome, you explain to here that there are some screening tests you can do which will determine the risk, which screening test is she eligible to have and what factors does it measure?&nbsp;</p>","<p>Quads test measures the CRL and the nuchal translucency on the ultrasound and the concentrations of AFP, HCG, UE3 and inhibin A in the maternal blood&nbsp;</p>","<p>Combined test measures the CRL on the ultrasound and the HCG, PAPP-A in the maternal blood&nbsp;</p>","<p>Quads test measures the CRL on the ultrasound and the concentrations of AFP, HCG, UE3 and inhibin A in the maternal blood&nbsp;</p>","<p>combined test, measures the CRL and the nuchal translucency on the ultrasound and the HCG, PAPP-A in the maternal blood&nbsp;</p>","","<p>The lady is at 16 weeks and so she is too far into the pregnancy to have the combined test, this must be done at 11-14 weeks. Therefore she must have the Quads test, this measures the CRL on the ultrasound and the concentrations of HCG, UE3, Inhibin A and AFP in the maternal blood&nbsp;</p>","Case 7"
"4678370","2020-10-11 00:21:46","1900461","3.0700","165","134","B","5","<p>What specific region of the uterine tube is the most common site of fertilisation?&nbsp;</p>","<p>Infundibulum&nbsp;</p>","<p>Ampulla</p>","<p>Uterine horn&nbsp;</p>","<p>Isthmus&nbsp;</p>","<p>mesoderm&nbsp;</p>","<p>The uterine tube consists of four parts; the infundibulum, the ampulla, the isthmus and the uterine horn. The mesoderm is not part of the uterine tube and instead is a term used to describe the middle germ layer of the trilaminar embryonic disc. The ampulla curves around the ovary and is the thickest part of the uterine tube.&nbsp;</p>","Case 7, Fertilisation, embryology"
"4678429","2020-10-11 00:41:04","1900461","3.0400","165","137","B","5","<p>There are proteins which overly the acrosomal region of the sperm head. These proteins must be removed in order for the sperm to pass through the coronal cells of the ovum and undergo the acrosome reaction. What is the name of the process whereby these proteins are removed from the sperm head?&nbsp;</p>","<p>Cleavage&nbsp;</p>","<p>Capacitation</p>","<p>Differentiation&nbsp;</p>","<p>Cortical reaction&nbsp;</p>","<p>Gastrulation&nbsp;</p>","<p>Capacitation is the process whereby sperm undergo a functional change (removal of proteins from sperm head) in the female tract which lasts about 7 hours.&nbsp;</p>","Case 7, Fertilisation"
"4678461","2020-10-11 00:53:00","1900461","3.2600","170","139","A","5","<p>During the first 8 weeks of pregnancy, the syncytiotrophoblastic cells of the placenta produce human chorionic gonadotropin (hCG). What hormone does hCG mimic in order to maintain the corpus luteum?&nbsp;</p>","<p>Luteinising hormone</p>","<p>Follicle stimulating hormone&nbsp;</p>","<p>Gonadotropin releasing hormone</p>","<p>estrogen&nbsp;</p>","<p>progesterone&nbsp;</p>","<p>Luteinising hormone (LH) is the correct answer because when a blastocyst implants into the endometrium, the developing embryo begins to produce HCG (human chorionic gonadotropin). This HCG is structurally very similar to LH and because the corpus luteum (CL) needs LH to survive, the HCG enables the CL to survive and not atrophy. The CL can now continue to produce the estrogen and progesterone that is necessary to maintain the endometrial lining and keep it nice and supportive of the pregnancy. The production of HCG means that a pregnancy test can confirm pregnancy if HCG is detected. Also, the corpus luteum does not produce progesterone for the entirety of the pregnancy. The placenta takes over in this role.</p>","Case 7, Development of the normal embryo"
"4678482","2020-10-11 01:04:43","1900461","3.1900","176","143","C","5","<p>The three germ layers of the trilaminar embryonic disc form multiple derivatives of the human fetus. Which of the following is a derivative of the ectoderm?&nbsp;</p>","<p>Adrenal cortex&nbsp;</p>","<p>Epithelial parts of the trachea, bronchi and lungs&nbsp;</p>","<p>Posterior pituitary gland&nbsp;</p>","<p>Cranium&nbsp;</p>","<p>Connective tissue of the muscles&nbsp;</p>","<p>Ectodermal derivatives form the central nervous system, retina, pineal body, <strong>posterior pituitary gland,&nbsp;</strong>cranial sensory ganglia and nerves, medulla of the adrenal gland and melanocytes, epidermis, hair, nails cutaneous and mammary glands, anterior pituitary gland, enamel of teeth and inner ear.&nbsp;</p><p>&nbsp;</p><p>In short, basically everything sensory - allows you to have contact with the outside world.&nbsp;</p>","Case 7, Development of the normal embryo, gastrulation"
"4678502","2020-10-11 01:11:59","1900461","3.0100","155","121","D","5","<p>On day 16 of embryonic development, the epiblast cells invaginate and laterally migrate forming the middle germ layer called the mesoderm during gastrulation. The epiblast cells are being told to migrate via signalling from which of the following structures?&nbsp;</p>","<p>Amniotic ectoderm&nbsp;</p>","<p>Undifferentiated cytotrophoblasts</p>","<p>Fully differentiated syncytiotrophoblasts</p>","<p>Primitive streak&nbsp;</p>","<p>Primitive yolk sac&nbsp;</p>","<p>The primitive streak is a transient structure whose formation, on&nbsp;<span style=""text-decoration: underline;"">day 15&nbsp;</span> of human development, marks the start of gastrulation, the process in which the inner cells mass is converted into the trilaminar embryonic disc, which is comprised of three germ layers; ectoderm, <strong>mesoderm</strong> and endoderm.&nbsp;</p>","Case 7, Development of the normal embryo, gastrulation"
"4678544","2020-10-11 01:33:55","1900461","2.8400","155","130","E","5","<p>On day 17 of embryonic development, a midline structure called the notochord forms and this marks the beginning of neurulation. By day 23 of embryonic development, the neural folds at the cranial end of the embryo have begun to develop into:&nbsp;</p>","<p>the neural tube&nbsp;</p>","<p>the spinal cord&nbsp;</p>","<p>the neural crest</p>","<p>the ectoderm</p>","<p>the brain&nbsp;</p>","<p>The brain is the correct answer because the brain does not begin to form prior to day 23 and this day is significant because its when the brain begins to form.&nbsp;</p>","Case 7, neurulation"
"4678572","2020-10-11 01:47:14","1900461","3.0800","160","130","A","5","<p>During neural tube formation, the neural crest migrates forming the dorsal root ganglion. The neural crest is a transient embryonic structure in vertebrates that give rise to what <strong>specific</strong> part of the nervous system?&nbsp;</p>","<p>The peripheral nervous system&nbsp;</p>","<p>The central nervous system&nbsp;</p>","<p>The motor neurones&nbsp;</p>","<p>The relay neurones&nbsp;</p>","<p>The spinal cord</p>","<p>The answer is the peripheral nervous system (PNS). The function of the dorsal root ganglion is known to metabolically assist pathways between the PNS and CNS.&nbsp;</p>","Case 7, neurulation"
"4678577","2020-10-11 01:55:18","1900461","3.1200","169","137","B","5","<p>Somites are precursor populations of cells that give rise to important structures associated with the vertebrate body plan and will eventually differentiate into cells that contribute to the connective tissue of the dermis, cartilage of the axial skeleton and what else?&nbsp;</p>","<p>epithelium of both arteries and veins&nbsp;</p>","<p>muscles of the rib cage&nbsp;</p>","<p>epithelium of the gut&nbsp;</p>","<p>anterior and posterior pituitary gland&nbsp;</p>","<p>the basal ganglia of the brain&nbsp;</p>","<p>B is the correct answer because you need to know that somites form three things:&nbsp;</p><p>1. Cartilage (then bone) of the axial skeleton (vertebrae and ribs)</p><p>2. Muscles of the <strong>rib cage,&nbsp;</strong>limbs and back&nbsp;</p><p>3. Cells that contribute to the connective tissue of the dermis&nbsp;</p>","Case 7, somitogenesis"
"4678587","2020-10-11 02:07:07","1900461","3.0400","166","135","D","5","<p>The alteration of pre-existing structures due to destructive processes such a amniotic band syndrome or limb amputations, is what type of abnormality?&nbsp;</p>","<p>Malformation&nbsp;</p>","<p>Deformation</p>","<p>Sequence&nbsp;</p>","<p>Disruption&nbsp;</p>","<p>Teratogen&nbsp;</p>","<p><span style=""text-decoration: underline;"">The types of abnormalities</span><br /><strong>Malformations</strong><br />Occur during the formation of structures (organogenesis &ndash; most important part of pregnancy as is when all of the organ systems are being laid down)<br />The causes of these are environmental/genetic factors acting independently or in concert (most originate during 3-8 weeks of gestation)</p><p><strong>Disruptions</strong><br />Alteration of pre-existing structures due to destructive processes such as amniotic band syndrome or limb amputations</p><p><strong>Deformations</strong><br />Mechanical factors that mould foetal parts over prolonged periods<br />An example of this is clubfeet, which is caused by compression in the amniotic cavity due to lack of amniotic fluid</p><p><strong>Sequence</strong><br />Oligohydramnios (condition in pregnancy characterized by a deficiency of amniotic fluid): not always possible to determine what causes low levels of amniotic fluid</p><p>&nbsp;</p><p>A <strong>teratogen&nbsp;</strong>is not a type of abnormality but is anything capable of disrupting embryonic development and producing malformations&nbsp;</p>","Case 7, Teratology"
"4678602","2020-10-11 02:16:37","1900461","3.0900","169","137","A","5","<p>Which of the following best describes the three main principles of teratogenesis?&nbsp;</p>","<p>1. Dosage&nbsp;</p><p>2. Time and length of exposure&nbsp;</p><p>3. Genotype of the embryo</p>","<p>1. Dosage&nbsp;</p><p>2. Time and length of exposure&nbsp;</p><p>3. Phenotype of the embryo&nbsp;</p>","<p>1. Environmental factors&nbsp;</p><p>2. Genotype of embryo&nbsp;</p><p>3. Time and length of exposure&nbsp;</p>","<p>1. Social factors&nbsp;</p><p>2. Phenotype of embryo&nbsp;</p><p>3. Genotype of embryo&nbsp;</p>","<p>1. Dosage</p><p>2. Social factors&nbsp;</p><p>3. Environmental factors</p>","<p>The three main principles of teratogenesis are:</p><p>1. dosage = how much they are being exposed to/ taking</p><p>2. time &amp; length of exposure = a smaller amount of exposure would decrease the effect of the teratogen&nbsp;</p><p>3. genotype of the embryo = chromosomal abnormalities have a great impact on teratogenesis&nbsp;</p>","Case 7, Chromosomal abnormalities, Teratology"
"4678618","2020-10-11 02:25:22","1900461","3.1600","159","128","E","5","<p>What is the probability that a healthy sibling of someone with an autosomal recessive disorder is a carrier?&nbsp;</p>","<p>1/4&nbsp;</p>","<p>1/3&nbsp;</p>","<p>3/4&nbsp;</p>","<p>1/2&nbsp;</p>","<p>2/3&nbsp;</p>","<p>There are four potential outcomes:&nbsp;</p><p>1. Both parents pass on a dominant allele = child is not a carrier and does not have the disorder (healthy)</p><p>2. Mother passes on dominant allele and Dad passes on recessive allele = child is a carrier and does not have the disorder (healthy)&nbsp;</p><p>3. Mother passes on recessive allele and Dad passes on dominant allele = child is a carrier and does not have the disorder (healthy)</p><p>4. Both parents pass on the recessive allele = child has the disorder (unhealthy)&nbsp;</p><p>&nbsp;</p><p>Out of the four options, three of the options results in the child being healthy. Out of these three options, two of the options results in the child being a healthy carrier. This means the probability a healthy sibling of someone with an autosomal recessive disorder being a carrier is two out of three which is equal to 2/3.&nbsp;</p>","Case 7, Chromosomal abnormalities"
"4678621","2020-10-11 02:31:48","1900461","2.9500","164","138","D","5","<p>In the context of a genetic disease, the Hardy-Weinberg Principle is most relevant to which of the following conditions?&nbsp;</p>","<p>Autosomal dominant conditions&nbsp;</p>","<p>X-linked recessive conditions</p>","<p>Microdeletion syndromes</p>","<p>Autosomal recessive conditions</p>","<p>Robertsonian translocations conditions</p>","<p>The HWE describes the relationship between allele frequency, disease frequency and carrier frequency for autosomal recessive disorders.&nbsp;</p>","Case 7, Chromosomal abnormalities, Hardy-Weinberg Equilibrium"
"4678640","2020-10-11 02:54:11","1900106","3.1300","166","134","D","5","<p>Which of the following can array comparative genomic hybridisation (a-CGH) detect?&nbsp;</p>","<p>Chromosomal inversions</p>","<p>Chromosomal banding patterns</p>","<p>Ring chromosomes&nbsp;</p>","<p>Chromosomal deletions&nbsp;</p>","<p>Chromosomal translocations</p>","<p>a-CGH detects changes in the amount of DNA present between a test sample and control sample. Therefore, a-CGH can only detect chromosomal deletions and duplications as these conditions contain different amounts of DNA. For example, in a deletion the test DNA will contain less DNA than the control DNA, whereas for a duplication the test DNA will contain more DNA than the control DNA and this will be reflected fluorescently.&nbsp; It cannot detect balanced chromosomal abnormalities such as translocations, inversions or ring chromosomes as these abnormalities contain the normal amount of DNA (the test DNA will contain the same amount of DNA as the control DNA). Routine karyotyping detects changes in chromosomal banding patterns, not a-CGH.&nbsp;</p>","Case 7, Genetics, Chromosomal abnormalities"
"4678759","2020-10-11 04:21:07","1804238","3.0200","164","138","C","5","<p>During which phase of meiosis does crossing over occur?</p>","<p>Metaphase I</p>","<p>Metaphase II</p>","<p>Prophase I</p>","<p>Prophase II</p>","<p>Anaphase I</p>","<p>Crossing over occurs in Prophase I.</p><p>As soon as the chromosomes have condensed and the DNA has been duplicated, the crossing over is able to occur between homologous pairs of chromosomes.&nbsp;</p>","Case 7, genes, Meiosis"
"4678761","2020-10-11 04:23:35","1900051","3.1100","172","139","E","5","<p>A 2 year old boy is having difficulty walking and standing up. Neither of the boy's parents are affected and his mother has no siblings, but did have a maternal uncle who was in a wheelchair and died in his early 20s.</p><p>Doctors suspect this may be an inherited genetic condition. Which of the following is it likely to be?</p>","<p>Huntington's disease</p>","<p>Marfan syndrome</p>","<p>Haemophilia</p>","<p>Sickle cell disease</p>","<p>Duchenne muscular dystrophy</p>","<p>Correct answer: E - Duchenne muscular dystrophy</p><p>&nbsp;</p><p>The history suggests that this is an X-linked recessive condition as neither the mother or father are affected by the disease, but the mother's uncle was.Therefore we can assume that the mother is a carrier and has passed on the conditin to her son.</p><p>&nbsp;</p><p>The boys synptoms are consistent with muscular dystrophy, as is the description of his great uncle.</p>","Case 7, Genetics, Chromosomal abnormalities, genes"
"4678773","2020-10-11 04:29:27","1804238","3.0300","169","136","B","5","<p>Which of the following descriptions best defines a sequence malformation?</p>","<p>Alterations to pre-existing structures due to destructive processes.&nbsp;</p>","<p>Chain of events that results in multiple defects.&nbsp;</p>","<p>Mechanical factors that mould foetal parts over time.&nbsp;</p>","<p>Pattern of malformations that occur from a common cause.&nbsp;</p>","<p>When the malformation forms as a result of the gestational stage.&nbsp;</p>","<p>A= disruption</p><p>B= sequence</p><p>C= deformation</p><p>D= syndrome</p><p>E= made that up ;)&nbsp;</p>","Case 7, Chromosomal abnormalities, Unusual patterns of inheritance, Teratology"
"4678781","2020-10-11 04:33:46","1900051","3.2200","170","139","C","5","<p>Many women in the early stages of pregnancy do not realise they are pregnant. There can also be light bleeding in the first few weeks of pregnancy that could be mistaken for a period. This is part of the implantation of the blastocyst into the endometrium and the formation of the placenta.</p><p>Which cells of the blastocyst break into maternal blood vessels and cause this bleeding?</p>","<p>Epiblast</p>","<p>Hypoblast</p>","<p>Syncytiotrophoblast</p>","<p>Cytotrophoblast</p>","<p>Amnioblasts</p>","<p>It is the <strong>syncytiotrophoblast</strong> that invades maternal blood vessels. This is the outermost layer of the blastocyst and is formed of one big multinucleated cell.</p>","Case 7, Development of the normal embryo, embryology"
"4678785","2020-10-11 04:36:33","1804238","2.9400","172","139","A","5","<p>What is the most common site of fertilisation?</p>","<p>Ampulla</p>","<p>Endometrium</p>","<p>Intramural</p>","<p>Isthmus</p>","<p>Ovary</p>","<p>The ampulla is the widest part of the uterine tube.&nbsp;</p>","Case 7, Fertilisation"
"4680974","2020-10-11 23:08:50","1900418","3.1300","172","142","D","4","<p>The genetic conflict hypothesis is&nbsp;</p>","<p>Non-imprinted genes affected fetal growth.&nbsp;Maternal genome wants to maximise growth. Paternal genome wants to minimise growth.</p>","<p>Imprinted genes affect fetal growth. Maternal genome wants to maximise growth. Paternal genome wants to minimise growth.</p>","<p>Non-imprinted genes affected fetal growth.&nbsp;Maternal genome wants to minimise growth. Paternal genome wants to maximise growth.</p>","<p>Imprinted genes affect fetal growth. Maternal genome wants to minimise growth. Paternal genome wants to maximise growth.</p>","","<p>The&nbsp;genetic conflict hypothesis is that&nbsp;<span style=""text-decoration: underline;"">imprinted</span> genes affect fetal growth.&nbsp;</p><p>- Maternal genome wants to <span style=""text-decoration: underline;"">minimise</span> growth.</p><p>- Paternal genome wants to <span style=""text-decoration: underline;"">maximise</span> growth.</p><p>&nbsp;</p><p>This is in the unusual patterns of inheritance lecture and is supported because of Angelman's syndrome (a maternal deletion) and Prada Willi Syndrome (a paternal deletion).&nbsp;</p>","Case 7, Chromosomal abnormalities, Unusual patterns of inheritance"
