"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"3519701","2018-10-24 03:07:23","1800167","2.7600","87","68","C","5","<p>A patient has fallen off their motorbike onto their outstretched arm. As a result, they have fractured their clavicle.</p><p>&nbsp;</p><p>What type of bone is the clavicle?</p>","<p>Flat</p>","<p>Irregular</p>","<p>Long</p>","<p>Sesamoid</p>","<p>Short</p>","<p>The clavicle is a long bone. It's length is larger than its width.</p>","Anatomy"
"3519702","2018-10-24 03:07:40","1806371","2.6600","118","86","D","5","<p>A student is observing a cardiologist on a placement&nbsp;</p><p>A patient presents with an abnormal ECG with an abnormal QRS Complex&nbsp;</p><p>What does the QRS complex represent in on a normal ECG?&nbsp;</p>","<p>Atrial systole&nbsp;</p>","<p>Atrial and Ventricular systole&nbsp;</p>","<p>Ventricular repolarisation&nbsp;</p>","<p>Ventricular systole&nbsp;</p>","<p>Ventricle systole and reparistation&nbsp;</p>","<p>The QRS complex is representative of ventricular systole&nbsp;</p><p>The P wave represents atrial systole&nbsp;</p><p>The T wave represents ventricular repolarisation&nbsp;</p>","Cardiac cycle"
"3519704","2018-10-24 03:08:35","1803215","2.9400","102","71","E","5","<p>Mr Smith comes into clinic complaining of breathlessness. Glycolysis is an important step in respiration. What enzyme is involved in the most prominent regulatory step in glycolysis?&nbsp;</p>","<p>Hexokinase</p>","<p>Enolase</p>","<p>Pyruvate Kinase</p>","<p>Adolase&nbsp;</p>","<p>Phosphofructokinase</p>","<p>PFK is able to regulate glycolysis through allosteric inhibition, and in this way, the cell can increase or decrease the rate of glycolysis in response to the cell's energy requirements. For example, a high ratio of ATP to ADP will inhibit PFK and glycolysis.</p>","Respiration"
"3519706","2018-10-24 03:08:36","1805872","2.7400","101","72","A","5","<p>Mrs A comes into the clinic with a winged scapula. What muscle has to be damaged/paralysed to cause this condition?</p>","<p>serratus anterior</p>","<p>supraspinatus</p>","<p>infraspinatus</p>","<p>teres minor</p>","<p>deltoid</p>","<p>serratus anterior holds the scapula in place. Damage to the muscle will cause paralyses and so the scapula will not be held in place properly and will stick out</p>","Anatomy, Upper Limb Anatomy"
"3519707","2018-10-24 03:08:36","1704402","2.6600","84","64","C","5","<p>Following an awkward fall, an elderly patient complains of inability to raise their arm. It seems to be hanging loose at their side; what is the most likely diagnosis?</p>","<p>Damaged axillary nerve</p>","<p>Damaged rotator cuff</p>","<p>Broken clavicle&nbsp;</p>","<p>Liver cirrhosis&nbsp;</p>","<p>Damaged musculocutaneous nerve&nbsp;</p>","<p>With the clavicle broken the body can no longer hold up the weight of the arm.</p>","-"
"3519708","2018-10-24 03:09:27","1805388","2.7500","82","57","D","5","<p>Which muscles attaches to the lesser tubercle of the humerus?</p>","<p>Infraspinatous</p>","<p>Supraspinatous</p>","<p>Teres major</p>","<p>Subscapularis&nbsp;</p>","<p>Teres minor&nbsp;</p>","<p>The subscapularis attaches to the lesser tubercle of the humerus.</p>","PCS unit 1 upper limb anatomy"
"3519714","2018-10-24 03:11:33","1803716","2.9600","118","82","C","5","<p>Eugenie is a keen musician and visits Dr Dre with pain down her bicep. Dr Dre concludes the pain is as a result of an injury to infraspinatus as a result of her overly&nbsp;enthusiastic saxophone playing.</p><p>&nbsp;</p><p>Where does infraspinatus insert on the humerus?</p>","<p>coronoid fossa</p><p>&nbsp;</p>","<p>deltoid tuberosity</p>","<p>greater tubercle</p>","<p>intertubercular groove</p>","<p>lesser tubercle</p>","<p>Infraspinatus is a rotator cuff muscle which originates from&nbsp;infraspinous fossa of the scapula and inserts to&nbsp;the greater tubercle of the humerus.</p>","Anatomy, PCS unit 1 upper limb anatomy, Anatomy - Upper Limb"
"3519716","2018-10-24 03:12:03","1804291","2.8500","96","73","C","5","<p>Jimmy Smith is an Olympic swimmer and after training has sustained an injury in right shoulder. After examination, the doctor has determined that jimmy has injured one of the tendons of a muscle of the rotator cuff and his injury is commonly referred to as 'swimmer's shoulder'.&nbsp; Which muscle tendon of the rotator cuff has Jimmy injured?&nbsp;</p>","<p>&nbsp;Deltoid tendon</p>","<p>Infraspinatus tendon</p>","<p>Supraspinatus tendon</p>","<p>Teres minor tendon</p>","<p>Triceps long head tendon</p>","<p>The supraspinatus muslce tendon passes through a narrow bony tunnel under the acromion of the scapula. In light of this the tendon can become trapped or impinged during movement resulting in swelling and pain usually from repetitive arm movements.&nbsp;&nbsp;</p><p>&nbsp;</p><p>Information can be obtained form the anatomy manule.&nbsp;</p>","-"
"3519717","2018-10-24 03:12:22","1803980","2.5600","85","59","D","5","<p>David has some problems with his nervous system.</p><p>&nbsp;</p><p>The ion concentration inside and outside his cells is extremely important for impulse condution and creating an action potential. Na+ K+ and Cl- are 3 of the most important ions regarding this. Rav seems to have a lower than usual Na+ ion concentration. What is the typical extracellular concentration of Na+ &#65311;&nbsp;</p>","<p>5 mM</p>","<p>15mM</p>","<p>140mM</p>","<p>145mM</p>","<p>150mM</p>","<p>The answer is 145mM. This can be found in Dr Patel's membrane and action potential slides (4/10/18)</p>","Membrane and action potential"
"3519719","2018-10-24 03:13:25","1803200","3.2400","117","72","B","5","<p>A patient arrives at A&amp;E with a stab wound in the axilla region. The coracobrachialis, biceps brachii and brachialis muscles are paralysed, and the patient is experiencing a loss of sensation down the lateral side of the forearm. What nerve has been damaged?</p>","<p>Axillary Nerve</p>","<p>Musculocutaneous Nerve</p>","<p>Median Nerve</p>","<p>Radial Nerve</p>","<p>Ulnar Nerve</p>","<p>The musculocutaneous nerve has been damaged. The axilla normally protects the musculocutaneous nerve, so it is difficult to damage. When damaged, the coracobrachialis, biceps brachii and brachialis muscles are paralysed. Flexion at the shoulder is weakened, but can still occur due to the pectoralis major. Flexion at the elbow is also affected, but can still be performed because of the brachioradialis muscle. There also will be a &nbsp;loss of sensation over the lateral side of the forearm.</p><p>&nbsp;</p><p>See teachmeanatomy for more information about the musculocutaneous nerve:</p><p>https://teachmeanatomy.info/upper-limb/nerves/musculocutaneous-nerve/&nbsp;</p>","-"
"3519721","2018-10-24 03:13:42","1803651","2.8100","86","67","A","5","<p>A male patient , age 21, visited the A&amp;E after a climbing incident . showing symptoms of paralysis of the 4th and 5th digits. His hand shaped in a claw and there is a deep cut on the anterior surface his forearm. What could have caused this ?</p>","<p>damage to the ulnar nerve&nbsp;</p>","<p>Damage to radial nerve</p>","<p>damage to musculoskeletal nerve</p>","<p>damage to axillary nerve</p>","<p>damage to long thoracic nerve</p>","<p>4th and 5th digits are innervated &nbsp;by the ulnar &nbsp;nerve&nbsp;</p>","-"
"3519723","2018-10-24 03:13:57","1703595","2.7700","90","66","B","5","<p>A 34 year old body builder enters the GP practice following a consultation at the main hospital. It was identified that he&rsquo;s suffered a specific strain on his rotarcuff muscle. Which of the following muscles can we be certain was &nbsp;not strained?</p>","<p>Infraspinatus&nbsp;</p>","<p>Pectoralis Minor</p>","<p>Subscapularis</p>","<p>Supraspinatus</p>","<p>Teres minor</p>","<p>The rotar cuff muscles are often abreviated to the SITS. This is a good way to remember there are 4 muscles involved and you can tick them off as you go through. The muscles involved in the rotar cuff group is the Supraspinatus, Infraspinatus, Teres minor and the Subscapularis.</p>","Anatomy of the Upper Limb"
"3519725","2018-10-24 03:14:59","1806403","2.8300","92","75","A","5","<p>Following a motorbike accident, a patient arrives at the A&amp;E. While assessing their limb movement you notice that raising the arm causes the medial border end of the scapula to move laterally and posteriorly away from the thoracic wall, - &nbsp;&ldquo;winged scapula&rdquo;.</p><p>Injury to which nerve has caused this deformation?</p><p>&nbsp;</p><p>&nbsp;</p>","<p>Long Thoracic Nerve</p>","<p>Subclavian Nerve</p>","<p>Subscapular Nerve</p>","<p>Suprascapular Nerve&nbsp;</p>","<p>Thoracodorsal Nerve&nbsp;</p>","<p>Answer : A. Long Thoracic Nerve</p><p>&nbsp;</p><p>The long Thoracic nerve innervates serrated anterior muscle which has its distal attachment at the anterior surface of the medial border of the scapula. This helps prevent the inferior end of the scapula moving away from the Thoracic wall.&nbsp;</p>","Anatomy"
"3519726","2018-10-24 03:15:14","1804663","2.8400","107","80","B","4","<p>In 1933, an American researcher discovered that when DNP is taken by humans it leads to rapid weight loss. Some of the side effects include&nbsp;fever,&nbsp;dehydration, nause and vomiting.&nbsp;</p><p>&nbsp;</p><p>Bodybuilder Ali has been informed online of the benefits of the drug.</p><p>&nbsp;</p><p>How does DNP make you lose weight?</p>","<p>Raises your blood glucose level, thus forcing the body into dehydration</p>","<p>It raises the metabolism to a dangerous level.</p>","<p>Mimics an intestinal hormone that tells the brain your stomach is full, allowing you to get away with eating less food.</p>","<p>Works by blocking the enzyme that breaks down fats in your diet. This undigested fat then passes out of your body in your bowel movement.</p>","","<p>One of the risks of DNP is that it accelerates the metabolism to a dangerously fast level. Our metabolic system operates at the rate it does for a reason &ndash; it is safe. Speeding up the metabolism may help burn off fat, but it can also trigger a number of potentially dangerous side effects, such as:</p><p><br />fever<br />dehydration<br />nausea<br />vomiting<br />restlessness<br />flushed skin<br />excessive sweating<br />dizziness<br />headaches<br />rapid breathing<br />rapid or irregular heartbeat</p><p><br />The combination of these side effects can have an extremely damaging effect on the body and can result in coma and, as we have seen, death.<br />Long-term use can lead to the development of cataracts and skin lesions and may cause damage to the heart and nervous system. There is also evidence from animal studies that DNP is carcinogenic (cancer causing) and increases the risk of birth defects.</p>","Respiration, Releasing energy from food"
"3519727","2018-10-24 03:10:53","1803130","2.9300","94","68","A","5","<p>Alec has been bench pressing every single day for the past 5 years. He, unsurprisingly, drops the weight on his deltoid muscle. Which nerve has been damaged as a result of Alec&rsquo;s actions?</p>","<p>Axillary</p>","<p>Radial</p>","<p>Lateral pectoral&nbsp;</p>","<p>Deltoid lateral</p>","<p>Median Cutaneous</p>","<p>Deltoid along with Teres Minor is innervated by the axillary nerve. There is no explanation for why Alec bench presses every day but doesn&rsquo;t have any substantial pectoralis major muscle.</p>","-"
"3519729","2018-10-24 03:15:42","1800827","2.8400","102","69","E","5","<p>What is the lateral attachment of the supraspinatus?</p>","<p>Deltoid tuberosity of humerus&nbsp;</p>","<p>Medial border of scapula&nbsp;</p>","<p>Middle facet of greater tubercle of humerus&nbsp;</p>","<p>Pisiform</p>","<p>Superior facet of greater tubercle of humerus&nbsp;</p>","<p>It medially attaches to the supraspinous fossa of the scapula and laterally attaches to superior facet of greater tubercle&nbsp;</p>","PCS unit 1 upper limb anatomy, Upper Limb Anatomy, Anatomy - Upper Limb"
"3519731","2018-10-24 03:16:05","1704685","2.8300","86","66","E","5","<p>Bob went to the hospital complaining about an injury to his rotator cuff. Bob is a tennis player which causes overuse to the rotator cuff.</p><p>&nbsp;</p><p>Repeating the same shoulder motions again and again can stress your rotator cuff muscles and tendons.</p><p>&nbsp;</p><p>&nbsp;</p><p>The rotator cuff will be affected by an injury to which of the following muscles?</p>","<p>Deltoid</p>","<p>Pectoralis Minor&nbsp;</p>","<p>Teres Major</p>","<p>Sternocleidomastoid</p>","<p>Subscapularis</p>","<p>The rotator cuff muscles are a group of four muscles that originate from the scapula and attach to the humeral head. Acting together these muscles act to hold the humeral head in the glenoid fossa, stabilizing the shoulder joint.</p><p>The rotator cuff comprises the following four muscles:<br />Supraspinatus<br />Infraspinatus<br />Subscapularis<br />Teres minor</p>","Anatomy"
"3519732","2018-10-24 03:16:08","1803245","2.7200","103","76","A","5","<p>Nish has gone to the doctors, complaining of loss of mobility and sensation in his shoulder region. He is worried as he is a personal trainer and works his rather large deltoid muscles on a day to day basis. The doctor suspects the nerve that supplies his enhanced deltoid muscles may be damaged.</p><p>What nerve supplies the deltoid ?</p>","<p>Axillary Nerve</p>","<p>Median Nerve</p>","<p>Musculocutaneous Arm</p>","<p>Radial Nerve</p>","<p>Ulnar Nerve</p>","<p>The axillary nerve of the upper extremity supplies Nish&rsquo;s big deltoids and damage to these causes the symptoms seen by the doctors.</p><p>&nbsp;</p><p>Moore&rsquo;s Clinical Anatomy&nbsp;</p>","Anatomy, Anatomy - Upper Limb, Anatomy of the Upper Limb"
"3519734","2018-10-24 03:17:04","1806162","3.0900","96","68","D","5","<p>A patient presents in the clinic complaining of chest pain in the ribs that worsens when taking a deep breath. The pain began after sustaining heavy trauma to the chest. What anatomical landmark could be used to identify the second ribs, allowing you to identify what ribs in particular may have sustained damage?</p>","<p>Body of Sternum</p>","<p>Clavicle</p>","<p>Manubrium</p>","<p>Sternal Angle</p>","<p>Xiphoid Process</p>","<p>The sternal angle, which varies around 162 degrees in males, marks the approximate level of the 2nd pair of costal cartilages, which attach to the second ribs.<img src=""../images/view.php?file=300070"" alt=""Ribcage + Sternal Angle"" /></p>","Anatomy"
"3519736","2018-10-24 03:17:31","1370813","2.7000","83","64","B","5","<p>Patient Q enters the clinic unable to abduct their arm. You suspect she has damaged her axillary nerve; other than being unable to abduct their arm, what other clinical findings would patient Q present?</p>","<p>Inability to perform protraction of the shoulder</p>","<p>Loss of sensation over the skin of the shoulder</p>","<p>Loss of sensation over the skin of the shoulder and upper arm</p>","<p>Inability to extend the arm</p>","<p>Inability to perform medial rotation at the shoulder joint</p>","<p>It is only the axillary nerve that supplies cutaneous innervation to the skin over the shoulder, cutaneous innervation of the upper arm is supplied by the radial nerve (C5, C6) and the cutaneous nerve of the arm. Although damage to the deltoid muscle may weakly inhibit medial rotation (due to paralysis of the anterior fibres), this function is primarily carried out by other muscles (subscapularis, teres major, latissimus dorsi and pectoralis major)</p>","Anatomy"
"3519738","2018-10-24 03:20:12","1800912","2.6700","79","60","C","5","<p>A patient in a ward presents with sores and blisters on their mouth, which medical condition is this individual most likely suffering from?&nbsp;</p>","<p>McArdle Disease</p>","<p>Hypertension</p>","<p>Pemphigus</p>","<p>Hypoglycaemia</p>","<p>Obesity</p>","<p>The correct answer is Pemphigus, which is a result of auto antibodies forming which cause previously tightly-joined epithelial cells to separate. Refer to the tissue tutorial in PCS unit 1</p>","Tissues"
"3519739","2018-10-24 03:20:18","1706259","2.9200","85","66","A","5","<p>Dolly has arrived at A&amp;E, she explains how she sliced into her thumb whilst chopping Brussels sprouts. 5th year medical student Polly concludes that she has most likely severed some tendons on the posterior side, which muscles will these tendons belong to?</p>","<p>Abductor pollicis longus</p><p>Extensor pollicis longus</p><p>Extensor pollicis brevis</p>","<p>Abductor pollicis brevis</p><p>Flexor pollicis brevis</p><p>Opponens pollicis</p>","<p>Extensor capri ulnaris&nbsp;</p><p>Digitorum minini</p>","<p>Extensor capri radialis longus</p><p>Extensor capri radialis brevis</p>","<p>Extensor Digitorum</p><p>1st dorsal interosseous muscle</p>","<p>It's the posterior compartment so the muscles are extensors</p><p>They are extensors of the thumb so the Latin 'pollicis' for thumb rather than 'Digitorum' for the digits</p><p>They are muscles which extend the thumb rather than the posterior forearm</p>","Anatomy"
"3519741","2018-10-24 03:20:59","1705082","2.9400","90","64","D","5","<p>An elderly patient has been diagnosed with Rheumatoid Arthritis of the hip. The disease is caused by the immune system producing antibodies that attack what feature of this synovial joint?</p>","<p>Articular cartilage</p>","<p>Fibrous joint capsule</p>","<p>Ligament</p>","<p>Synovial membrane</p>","<p>Tendon</p>","<p>Rheumatoid arthritis is caused by antibodies attacking the synovial membrane causing inflammation and build up within the joint capsule. Over the time the joint surface begins to erode, restricting movement and can cause joints to become degormed.</p>","-"
"3519746","2018-10-24 03:10:06","1804905","2.8700","85","69","E","5","<p>Gareth is a patient in a GP surgery who has an arm. He wants to know which muscle is the chief extensor of the elbow. Can you help poor Gareth?!?</p>","<p>Anconeus</p>","<p>Biceps Brachii</p>","<p>brachioradialis</p>","<p>Coracobrachialis</p>","<p>Triceps Brachii</p><p>&nbsp;</p>","<p>Silly Gareth!!! It&rsquo;s the triceps brachii of course!!!&nbsp;</p><p>http://aclandanatomy.com/MultimediaPlayer.aspx?multimediaId=10528073</p>","Anatomy"
"3519803","2018-10-24 03:21:13","1804905","2.6100","99","64","D","5","<p>Cameron has recently been on his Gap year and has apparently been to Zimbabwe. On his way to his swimming lesson he was loudly singing to himself and he fell over onto his outstretched hand (FOOSH). What symptom is he likely to have?&nbsp;</p>","<p>Broken elbow</p>","<p>death</p>","<p>Muscular dystrophy</p>","<p>pain in the anatomical snuff box</p>","<p>Pain the the fingers</p>","<p>Pain in the anatomical stuff box- This is a classic clinical sign of a scaphoid fracture resulting from a FOOSH.&nbsp;</p><p>https://radiopaedia.org/articles/scaphoid-fracture</p>","Anatomy, Falls"
"3519895","2018-10-24 04:25:54","1804688","3.0500","118","84","D","5","<p>Katie has fallen over in a club on her outstretched hand and has fractured a bone in her hand. What carpal bone is she most likely to have fractured?&nbsp;</p>","<p>Trapezoid</p>","<p>Trapezium</p>","<p>Lunate</p>","<p>Scaphoid&nbsp;</p>","<p>Hamate</p>","<p>Prognosis Healing may take up to six months</p><p><br />A scaphoid fracture is a break of the scaphoid bone in the wrist. Symptoms generally includes pain at the base of the thumb which is worse with use of the hand. The anatomic snuffbox is generally tender and swelling may occur. Complications may include nonunion of the fracture, avascular necrosis, and arthritis.</p><p>Scaphoid fractures are most commonly caused by a fall on an outstretched hand. Diagnosis is generally based on examination and medical imaging. Some fractures may not be visible on plain X-rays In such cases a person may be casted with repeat X-rays in two weeks or an MRI or bone scan may be done.</p>","Falls, Anatomy - Upper Limb, Anatomy of the Upper Limb"
"3519897","2018-10-24 04:26:13","1803136","2.8000","85","61","C","5","<p>A patient comes to a GP complaining that they have blisters and sore skin. The doctor diagnoses Pemphigus.&nbsp;</p><p>What cell structure is affected by Pemphigus?</p>","<p>Cell membrane</p>","<p>Cytoskeleton</p>","<p>Desmosomes</p>","<p>Nucleus</p>","<p>Peroxisomes</p>","<p>pemphigus is caused by problems associated with cell cell junctions</p>","Tissues"
"3519910","2018-10-24 04:29:20","1807222","2.4100","99","69","A","5","<p>what is the optimum concentrations of sodium in and outside a neuron?&nbsp;</p>","<p>15/145</p>","<p>150/5</p>","<p>5/100</p>","<p>25/65</p>","<p>69/50</p>","<p>A is the right answer</p>","Membrane and action potential"
"3519911","2018-10-24 04:29:21","1805358","2.7500","91","68","D","5","<p>A patient walks in with a fractured humerus. In order to describe the location of the fracture you need to know various landmarks on the humerus. Which of these is not a landmark on the humerus?</p>","<p>medial epicondyle&nbsp;</p>","<p>deltoid tuberosity</p>","<p>intertubercular sulcus&nbsp;</p>","<p>bicep tuberosity&nbsp;</p>","<p>olecranon fossa&nbsp;</p>","<p>D is not a landmark on the humerus. All the other answers are.</p>","PCS unit 1 upper limb anatomy"
