"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"4110647","2019-10-23 02:52:51","1723081","3.2600","68","54","D","5","<p>What are the 3 deep structures of the anterior forearm?</p>","<p>Flexor Carpi Radialis, Flexor Capri Ulnaris, Pronator Teres</p>","<p>Flexor Digitorum Profundus, Flexor Pollicis Longus, Pronator Teres</p>","<p>Extensor Radialis Longus, Extensor Radialis Brevis, Extensor Digiti Minimi</p>","<p>Flexor Digitorum Profundus, Flexor Pollicis Longus, Pronator Quadratus</p>","<p>&nbsp;Flexor Digitorum Profundus, Flexor Capri Ulnaris, Pronator Teres</p>","<p>Flexor Digitorum Profundus</p><p>Attachments: Originates from the ulna and associated interosseous membrane. At the wrist, it splits into four tendons, that pass through the carpal tunnel and attach to the distal phalanges of the four fingers.<br />Actions: It is the only muscle that can flex the distal interphalangeal joints of the fingers. It also flexes at metacarpophalangeal joints and at the wrist.<br />Innervation: The medial half (acts on the little and ring fingers) is innervated by the ulnar nerve. The lateral half (acts on the middle and index fingers) is innervated by the anterior interosseous branch of the median nerve.</p><p>Flexor Pollicis Longus</p><p>This muscle lies laterally to the FDP.</p><p>Attachments: Originates from the anterior surface of the radius, and surrounding interosseous membrane. Attaches to the base of the distal phalanx of the thumb.<br />Actions: Flexes the interphalangeal joint and metacarpophalangeal joint of the thumb.<br />Innervation: Median nerve (anterior interosseous branch).</p><p>Pronator Quadratus</p><p>A square shaped muscle, found deep to the tendons of the FDP and FPL.</p><p>Attachments: Originates from the anterior surface of the ulna, and attaches to the anterior surface of the radius.<br />Actions: Pronates the forearm.<br />Innervation: Median nerve (anterior interosseous branch).</p><p>&nbsp;</p><p>https://teachmeanatomy.info/upper-limb/muscles/anterior-forearm/</p>","-"
"4110649","2019-10-23 02:53:21","1900106","3.2700","89","66","D","5","<p>Mr Jones attended his GP and was experiencing muscle cramps and burning. This may be due to a build up in lactic acid from anaerobic respiration. Which enzyme is responsible for the conversion of lactate to pyruvate?&nbsp;</p><p>&nbsp;</p>","<p>Pyruvate kinase</p><p>&nbsp;</p>","<p>Lactate kinase</p><p>&nbsp;</p>","<p>Lactate lipase&nbsp;</p>","<p>Lactate dehydrogenase&nbsp;</p>","<p>Pyruvate dehydrogenase&nbsp;</p>","<p>Lactate dehydrogenase converts lactate to pyruvate in a redox reaction. Lactate is oxidised to pyruvate.&nbsp;</p>","Anaerobic respiration"
"4110650","2019-10-23 02:53:49","1900527","2.7900","71","61","D","5","<p>A 15 year old boy comes into the A and E after he has fallen on his hand while it was outstretched.</p><p>&nbsp;</p><p>Which carpal bone might be at risk of being fractured without the fracture being clear on an X-ray?&nbsp;</p>","<p>lunate&nbsp;</p>","<p>capitate&nbsp;</p>","<p>hammate&nbsp;</p>","<p>scaphoid&nbsp;</p>","<p>trapezium&nbsp;</p>","<p>scaphoid&nbsp;</p>","-"
"4110651","2019-10-23 02:53:50","1902645","2.9800","76","64","A","5","<p>A boy comes into A&amp;E having fallen on an outstretched arm. He feels pain when you press on the border of the anatomical snuff box. Which bone could be fractured?</p>","<p>Scaphoid</p>","<p>Radius</p>","<p>Scapula</p>","<p>Ulna</p>","<p>Hamate</p>","<p>The scaphoid bone is the floor of the anatomical snuff box.</p>","Anatomy"
"4110652","2019-10-23 02:53:57","1804402","1.4800","72","58","A","5","<p>Mr. Beane visited his GP to get his blood preesure checked, and to check his blood group with a blood test early on a Tuesday Morning. His blood pressure was unusually high compared to the last vist. On his last visit he got his blood pressure checked and had to give a urine sample. Why do you think his blood pressure was unusually high?&nbsp;</p>","<p>He is afraid of needles.</p>","<p>He has previously fainted at the sight of blood and is worried he may faint in front of his GP.</p>","<p>He is under a lot of stress at work.</p>","<p>He is in a rush to collect his children from school.</p>","<p>He is worried about the result of his blood test.</p>","<p>He has a phobia of needles but has not disclosed this to his GP as he sees this as a sign of weakness.&nbsp;</p>","Clinical"
"4110653","2019-10-23 02:53:14","1903403","2.6400","83","66","C","5","<p>How many heads does the tricep have ?</p>","<p>1</p>","<p>2</p>","<p>3</p>","<p>4</p>","<p>10</p>","<p>It has a lateral head, medial head and a long head</p>","Anatomy"
"4110654","2019-10-23 02:54:26","1901908","3.2000","75","64","B","5","<p>Mrs. Smith presents to her GP unable &nbsp;to spread or pull together her fingers. Her GP suspects she may have &lsquo;Claw Hand&rsquo;.</p><p>&nbsp;</p><p>Which nerve must be affected for this to be the case?</p>","<p>Radial</p>","<p>Ulnar</p>","<p>Musculocutaneous&nbsp;</p>","<p>Median</p>","<p>Axillary</p>","<p>https://teachmeanatomy.info/upper-limb/nerves/ulnar-nerve/</p><p>&nbsp;</p><p><img src=""../images/view.php?file=353572"" alt=""no description"" /></p>","-"
"4110656","2019-10-23 02:54:35","1902022","3.2600","91","74","D","5","<p>Why is the shoulder joint easily dislocated?&nbsp;</p>","<p>The rotator cuff muscles are not strong enough to hold the humerus in place.</p>","<p>The position which people fall from heights usually involves them landing on their shoulder first, dislocating it.</p>","<p>The humerus is such a strong bone, instead of snapping it dislocates.</p>","<p>The surface area of the glenoid fossa is considerably smaller than the epiphyses of the humerus, meaning it moves out of place easily.</p>","<p>Over training of subscapularis pulls the humerus out of place.</p>","","upper limb anatomy"
"4110657","2019-10-23 02:54:39","1903954","3.2300","72","62","A","5","<p>A patient comes into A &amp; E with an injury to their arm. An examination of the patient is taken and shows that they are only able to abduct their arm the first 15 degrees. X-ray scan shows that they have a fracture their surgical neck of the humerus</p><p>&nbsp;</p><p>&nbsp;</p><p>What nerve is most likely to be damaged?</p><p>&nbsp;</p><p>&nbsp;</p>","<p>Axillary nerve</p><p>&nbsp;</p>","<p>Radial nerve</p>","<p>Musculocutaneous nerve</p>","<p>Ulnar nerve</p>","<p>Subscapular nerve</p>","<p>The axillary nerve is affected as the supraspinatus ables abduction the first 15 degrees. Whilst the deltoid which is supplied by the axillary nerve abducts from 15-90 degrees. A fracture to the surgical neck often damages the axillary nerve</p>","-"
"4110659","2019-10-23 02:55:24","1801752","3.0700","85","57","C","5","<p>Which aspect of an ECG describes ventricular depolarisation?</p>","<p>P wave</p>","<p>PQ interval</p>","<p>QRS complex</p>","<p>T wave</p>","<p>ST interval</p>","<p>P wave is atrial depolarisation</p><p>T wave is ventricular repolarisation&nbsp;</p><p>QRS complex is ventricular depolarisation</p>","Cardiac cycle"
"4110660","2019-10-23 02:56:00","1901324","2.9400","71","52","C","5","<p>Miss Darcey attends a GP appointment after noticing her shoulder blade is sticking way out her back. Dr Nathan explains that she has a condition known as winged scapula caused by damage to one of her nerves. Which nerve has been damaged?</p>","<p>Musculocutaneous</p>","<p>Pectoral</p>","<p>Long Thoracic&nbsp;</p>","<p>Vagus</p>","<p>Suprascapular&nbsp;</p>","<p>Damage to the Long Thoracic Nerve causes paralysis of serratus anterior, leading to winging of the scapula.</p>","Nerve damage"
"4110662","2019-10-23 02:56:07","1901352","3.1400","101","78","A","5","<p>Mr Jones presents to A+E with a winged scapula. It is suspected that he may have damage to the nerve that innervates serratus anterior. Whitch nerve innervates serratus anterior?</p>","<p>Long Thoracic nerve</p>","<p>Accessory nerve</p>","<p>Thoracodorsal nerve</p>","<p>Dorsal scapular nerve</p>","<p>Lower subscapular nerve</p>","<p>Serratus anterior is innervated by the long thoracic nerve</p>","Anatomy"
"4110664","2019-10-23 02:56:39","1902287","3.1100","92","66","E","5","<p>Ground substance is a highly hydrated semi-solid gel mostly made up of glycosaminoglycans (GAGs). Which of the following is an example of a GAG often used in skin-care products?</p>","<p>Hydrochloric Acid</p>","<p>Chondroitin Sulphate</p>","<p>Heparin</p>","<p>Heparan Sulphate</p>","<p>Hyaluronic Acid</p>","<p>Hyaluronic acid has the ability to massively increase in volume and give the skin a fuller-look. Therefore it is used in anti-wrinkle creams.</p>","Microanatomy"
"4110665","2019-10-23 02:56:59","1904785","2.6300","82","60","C","5","<p>Bob is not feeling well. He does not reply when you call for him, but he moves his leg back when something bumps across it. What <strong>level of consciousness</strong> would you give to him?</p>","<p>Alert</p>","<p>Voice</p>","<p>Pain</p>","<p>Unresponsive</p>","<p>DONE out here</p>","<p>Pain is the correct answer because it just is. Just search it up baby gorl xx</p><p>&nbsp;</p><p>(In all seriousness, he is not completely unresponsive to stimuli nor is he able to answer or respond to your verbal command)</p>","Nerve damage, AVPU, consciousness, mental status"
"4110666","2019-10-23 02:57:04","1902549","3.5300","99","74","C","5","<p>Miss Teddy attended A&amp;E after falling from a tree whilst playing with her friends.</p><p>She complained about having a lot of pain in her arm.&nbsp;The patient is unable to extend at the wrist and fingers.</p><p>Following an X-Ray, a fracture was clearly identified in the shaft of the humerus.&nbsp;</p><p>Which nerve may be damaged?</p>","<p>Axillary Nerve</p>","<p>Medial Nerve</p>","<p>Radial Nerve&nbsp;</p>","<p>Musculocutaneous Nerve&nbsp;</p>","<p>Ulnar Nerve</p>","<p>The radial nerve is tightly bound within the spiral groove of the humerus. Thus, it is most susceptible to damage with a fracture of the humeral shaft.</p><p>https://teachmeanatomy.info/upper-limb/nerves/radial-nerve/&nbsp;</p>","Anatomy"
"4110667","2019-10-23 02:57:08","1903902","3.5200","77","60","A","5","<p>A patient has come to you complaining of pain in their wrist due to a recent fall. Where would you palpate the skin to determine if they have fractured their scaphoid?</p>","<p>anatomical snuffbox</p>","<p>cubital fossa</p>","<p>brachial plexus</p>","<p>palmar aponeurosis&nbsp;</p>","<p>extensor retinaculum</p>","<p>The anatomical snuffbox a triangular patch of skin over the lateral carpal bones. Of the eight carpal bones, the scaphoid lies below the anatomical snuffbox and pressing this patch of skin will indicate whether the patient has fractured their scaphoid.</p>","-"
"4110669","2019-10-23 02:57:30","1701690","3.4800","94","64","D","5","<p>Mr Ketone, 49, reported feeling faint on Monday morning. After having his blood glucose monitored, Mr Ketone was identified as being hypoglycemic. What is the average blood glucose range among non-diabetics?&nbsp;</p>","<p>2-9mmol/L</p>","<p>4-8mmHg</p>","<p>2-10mol/ml</p>","<p>4-8mmol/L</p>","<p>-2-8nmol/cm<sup>3<br /></sup></p>","<p>4-8mmol/L is the average blood glucose range for non diabetics. Do not be confused by the units. The standard units are mmol/L.</p>","Blood glucose, Homeostasis, Vital signs"
"4110679","2019-10-23 03:00:34","1901396","3.1000","96","73","B","5","<p>What nerve innervates pectoralis minor?</p><p>&nbsp;</p><p>&nbsp;</p>","<p>Lateral Pectoral Nerve&nbsp;</p>","<p>Medial Pectoral Nerve&nbsp;</p>","<p>Axillary Nerve&nbsp;</p>","<p>Medial and Lateral Pectoral Nerve&nbsp;</p>","<p>Dorsal Scapular Nerve</p>","<p>The dorsal scapular nerve supplies the rhomboids and levator scapulae&nbsp;</p><p>The medial and pectoral nerve supplies pectoralis major&nbsp;</p><p>The axillary nerve supplies the deltoid and teres minor&nbsp;</p><p>&nbsp;The lateral pectoral nerve sends a branch out to form the medial pectoral nerve which then innervates pectoralis minor</p><p>&nbsp;</p><p>Therefore , the answer is B</p>","Upper Limb Anatomy"
"4110681","2019-10-23 03:01:17","1804227","3.0900","75","57","B","5","<p>Mrs. Jones has a fracture in the surgical neck of her humerus. What nerve might she have also damaged?</p>","<p>radial nerve</p>","<p>axillary nerve</p>","<p>ulnar nerve&nbsp;</p>","<p>Median nerve&nbsp;</p>","<p>musculocutaneous nerve&nbsp;</p>","<p>The axillary nerve passes medially to the surgical neck of the humerus and may be damaged in a surgical neck fracture. Symptoms of this would include weakness and loss of sensation in the shoulder region.</p>","Anatomy"
"4110686","2019-10-23 03:02:19","1800893","3.4100","97","74","C","5","<p>John took part in a 100m sprint. This event took a total of 11 seconds. He mainly used anaerobic respiration. In the Absence of oxygen, levels of Pyruvate and NADH increase. What enzyme is used to catalyse the removal of these 2 molecules?</p>","<p>Pyruvate Kinase</p>","<p>Phosphoprotein phosphatase</p>","<p>Lactate dehydrogenase</p>","<p>Gluconeogenesis</p>","<p>Phosphofructokinase</p>","<p>pyruvate kinase catalyses the conversion of PEP to Pyruvate</p><p>Phosphoprotein phosphatase dephosphorylates the PFK-2/FBPase-2 complex</p><p>Phosphofructokinase catalyses the conversion of Fru-6-phosphate to Fru-1,6-BP</p><p>Gluconeogenesis is the process of generating new glucose&nbsp;</p><p>Lactate dehydrogenase is the answer as it catalyses this reaction as it reduces pyruvate to lactate with the use of NADH</p>","Glycolysis"
"4110687","2019-10-23 03:02:22","1903839","3.0200","73","53","B","5","<p>Dr Edwards is currently holding a tutorial for year 1 medical students when he forgets the answer to a question asked by a question. What is the name of the enzyme&nbsp;that catalyzes the reversible transfer of a phosphate group from 1,3-bisphosphoglycerate to ADP producing 3-phosphoglycerate and ATP</p>","<p>Triose phosphate isomerase</p>","<p>Phosphoglycerate kinase</p>","<p>Glyceraldehyde 3-phosphate dehrdrogenase (GAPDH)</p>","<p>Phosphoglycerate mutase</p>","<p>Enolase</p>","<p>Check Lecture powerpoint-&nbsp; Releasing energy from food without oxygen</p>","Biochemistry"
"4110689","2019-10-23 03:02:27","1901198","3.3900","86","69","C","5","<p>Mr Jones has presented to his GP and has suspected damage to his Teres Minor muscle. Where does the teres minor insert?</p>","<p>Lesser tuberosity of humerus</p>","<p>Deltoid tuberosity</p>","<p>Greater tuberosity of the humerus</p>","<p>Olecranon</p>","<p>Shaft of the humerus</p>","<p>The Teres minor muscle originates from the middle third lateral border of the scapula above the teres major, and inserts on the interior facet of greater tuberosity of the humerus.</p>","Anatomy of upper limb, Anatomy of Upper Limb"
"4110690","2019-10-23 03:02:59","1904227","3.4500","92","65","C","5","<p>Mr. Jones is complaining of blisters in his mouth and skin, this is a result of a condition called Pemphigus Vulgaris; this effects the desmosomes between cells. How does this cause blistering?</p>","<p>Fluids enter the membranes of the cell and causes them to burst.</p>","<p>Desmoglein proteins increase in size and block pathways between cells.</p>","<p>Fluid enters the gaps between cells and causes them to separate.</p>","<p>Keratin filaments wrap around the cells and this stops the cell getting any nutrients.</p>","<p>Fluid surrounds the cell and stops the cells from moving.</p>","<p>This is because antibodies are made to break down the desmosomes this causes the cells to no longer be linked, fluid then floods into the gaps between these cells and causes them to be separated; this causes blisters to appear.</p>","-"
"4110877","2019-10-23 04:21:41","1901376","3.0000","82","66","A","4","<p>Which part of the Scapula articulates with the clavicle</p>","<p>Acromion</p>","<p>Neck of the Scapula</p>","<p>Body of the Scapula</p>","<p>Coracoid Process</p>","","<p>The acromion articulates with the anatomical end of the clavicle.</p>","Anatomy of upper limb"
"4110879","2019-10-23 04:22:12","1801513","3.0500","78","61","D","4","<p>What is the function of NEWS?</p><p>&nbsp;</p>","<p>It is a tracking system used in hospitals, that monitors basic physical signs.</p>","<p>It is used by clinicians when handing over the patient to another ward.</p>","<p>It stands for: National Early Warning Score.</p>","<p>Identifies patient at risk of deterioration and can be used to priorities urgent treatment.</p>","","<p>It does stand for National Early Warning Score. However, that does not explain the function of it. It is a tracking system, however, it is also a trigger system. If it was only a tracking system, it wouldn't be acted upon. It is used with the SBAR handover tool, but only when the score aggregated requires you to seek assistance from a senior colleague. You would use it to help to inform the senior colleague of the situation and assessment of the patient.</p>","Vital signs"
"4110880","2019-10-23 04:22:21","1900041","2.8700","93","70","B","5","<p>Mr Patel books an appointment at the GP&nbsp; because he has lost sensation around the proximal area of his humerus: He googles his symptoms up and find out this area is also known as the Sergeant's Patch.</p><p>Which nerve could possbibly be damaged?</p>","<p>Accessory nerve</p>","<p>Axillary nerve</p>","<p>Radial nerve</p>","<p>Ulnar nerve</p>","<p>Subscapularis nerve</p>","","Upper Limb Anatomy"
"4110884","2019-10-23 04:23:08","1901498","3.4500","108","82","E","5","<p>A medical student is revising the brachial plexus.He notices in his textbook that a page has been ripped out. The page that is missing relates to the innervation of latissimus dorsi. What nerve innervates latissimus dorsi??</p>","<p>Long thoracic nerve</p>","<p>Median nerve</p>","<p>Radial nerve</p>","<p>Subscapular nerve&nbsp;</p>","<p>Thoracodorsal nerve&nbsp;</p>","<p>Thoracodorsal nerve innervates latissimus dorsi and comes off the brachial plexus at the posterior cord.</p>","Brachial Plexus"
"4110888","2019-10-23 04:24:02","1902724","3.2000","76","54","D","5","<p>Which of the following is not part of the origin of brachial plexus?&nbsp;</p>","<p>C6</p>","<p>C7</p><p>&nbsp;</p>","<p>C8</p>","<p>C9</p>","<p>T1</p>","<p>C5-C8,T1 are the origins</p>","Brachial Plexus"
"4110890","2019-10-23 04:24:22","1804768","2.8700","89","70","A","5","<p>A patient has a respiratory issue caused by the main rate limiting enzyme in glycolysis. What is this enzyme?</p>","<p>phosphofructokinase</p>","<p>hexokinase</p>","<p>phosphoglycerate kinase</p>","<p>enolase</p>","<p>pyruvate kinase</p>","","Anaerobic respiration"
"4110891","2019-10-23 04:24:28","1902787","3.2100","113","89","B","5","<p>Jordan is a 1st year medical student who tried to sneak into the library after hours to study, unfortunately he tripped over the metal bar while climbing in and damaged one of the nerves in his arm causing him to develop a claw hand.Which nerve did he damage?</p>","<p>Radial nerve</p>","<p>Ulnar nerve</p>","<p>Auxiliary nerve</p>","<p>Median nerve</p>","<p>Musculocutaneous nerve</p>","","Upper Limb Anatomy, Brachial Plexus, Anatomy, Anatomy of upper limb, Nerve damage"
"4110892","2019-10-23 04:24:48","1901758","2.9400","88","67","C","5","<p>Hexokinase is regulated by which of the following molecules?</p><p>&nbsp;</p>","<p>ATP</p>","<p>AMP</p>","<p>glucose 6-phosphate&nbsp;</p>","<p>glucose 6 phosphate ,ATP and AMP</p>","<p>Fructose 6-phosphate</p>","<p>glucose 6 phosphate&nbsp;</p>","Glycolysis"
"4110893","2019-10-23 04:25:41","1902340","3.1900","87","69","A","5","<p>Where does the long head of biceps brachii originate ?</p>","<p>supraglenoid tubercle</p>","<p>infraglenoid tubercle&nbsp;</p>","<p>Corcoid Process&nbsp;</p>","<p>Bicipital Groove</p>","<p>Acromion</p>","<p>The long head of biceps brachii originates from the supragelnoid tubercle&nbsp;</p><p>&nbsp;</p><p>The short head originates from the coccoid process, where chorocbrachialis also emerges from</p>","Anatomy, Anatomy of upper limb"
"4110898","2019-10-23 04:26:33","1902747","3.3200","101","78","D","5","<p>Mr. John is a patient that has just entered the GP and complains of an inability to flex the arm at the elbow joint. Which muscles are involved in the flexion of the arm at the elbow joint?</p>","<p>Biceps brachii and brachialis.</p>","<p>Coracobrachialis, biceps brachii, and brachialis.</p>","<p>Deltoids, brachioradialis, and biceps brachii.</p>","<p>Biceps brachii, brachioradialis and brachialis.</p>","<p>Pectoralis major and the rhomboid muscles.</p>","<p>The muscles involved in the flexion of the arm at the elbow joint are found in the anterior compartment of the arm. These include biceps brachii, brachioradialis and brachialis.</p>","Upper Limb Anatomy, Anatomy of upper limb"
"4110899","2019-10-23 04:26:33","1901874","3.1900","90","69","B","5","<p><span style=""font-family: 'courier new', courier, monospace;"">A patient named Mr John has been diagnosed with diabetes and needs to get his blood pressure taken today in the hospital.</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">Alicia, a first year student on her first day of placement, will be taking his blood pressure for the first time.</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">Which artery should she be looking for to find the systolic blood pressure?</span></p>","<p>Axillary artery</p>","<p>Brachial artery</p>","<p>Radial artery</p>","<p>Ulnar artery</p>","<p>Subclavian artery</p>","<p>The pulse of the brachial artery is palpable on the anterior aspect of the elbow, thus it would be easy to use a stethoscope to listen out for the Korotkov sounds and determine the blood pressure of a patient.&nbsp;</p>","Vital signs, Anatomy of upper limb, Clinical"
"4110901","2019-10-23 04:27:11","1902199","3.2000","103","79","A","4","<p>Mr Allen has an ECG. When interpreting the ECG you notice an abnormality with the P wave. What stage of the cardiac cycle is affected.</p>","<p>Atrial Depolarisation</p><p>&nbsp;</p>","<p>Ventricular Depolarisation</p>","<p>Atrial Repolarisation</p>","<p>Ventricular Repolarisation</p>","","<p>The P wave is associated with atrial depolarisation</p><p>The QRS complex is associated with ventricular depolarisation but atrial repolarisation also occurs here.</p><p>The T wave is associated with ventricular repolarisation</p>","Cardiac cycle"
"4110902","2019-10-23 04:27:14","1620278","3.1900","92","64","D","5","<p>Cell culture studies have been done on Mr Humphrey after referral by his GP. Specialists notice he has an abnormality in complex V of the mitochondrial electron transport chain. Under normal conditions, diffusion of which ion through the protein drives ATP production?</p>","<p>Na+</p>","<p>K+</p>","<p>Cl-</p>","<p>H+</p>","<p>HCO<sub>3</sub>-</p>","<p>H+ diffuses down its electrochemical gradient back into the mitochondrial matrix. This drives rotation of ATP synthase (complex V) forming ATP from ADP and Pi.</p>","Blood glucose, Metabolism, Biochemistry"
"4110903","2019-10-23 04:27:33","1800273","3.2100","114","87","B","5","<p>A patient presents with symptoms that indicate rupture of the biceps tendon. His upper arm has a 'popeye' appearance but he isn't experiencing much weakness in the upper arm. Which major branch of brachial plexus innervates the biceps brachii muscle?</p>","<p>Median nerve</p>","<p>Musculocutaneous nerve</p>","<p>Ulnar nerve</p>","<p>Radial nerve</p>","<p>Axillary nerve</p>","<p>Musculocutaneous nerve innervates biceps brachii, brachialis and coracobrachialis muscles in the upper arm</p>","Upper Limb Anatomy, Brachial Plexus, Anatomy, Anatomy of upper limb, Clinical"
