"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"2329394","2016-10-14 22:48:00","1502848","3.1000","173","107","B","5","<p>A medical student is on placement at Royal Glam and she gets the opportunity to watch an elective caesarean. The mother is being given a neuraxial epidural injection. The obstetrician asks the medical student to name the layer that the epidural penetrates right before entering the epidural space - what is the most likely?</p>","<p>Interspinous ligament</p>","<p>Ligamentum Flavus</p>","<p>Skin</p>","<p>Subcutaneous tissue</p>","<p>Supraspinous ligament</p>","<p>Ligamentum Flavum is the correct answer; the order of penetration is: skin --&gt; subcutaneous tissue --&gt; supraspinous ligament --&gt; interspinous ligament --&gt; <strong>ligamentum flavum</strong> --&gt; epidural space</p>","case 8"
"2329441","2016-10-14 23:03:03","1502957","2.6900","125","80","C","5","<p>A woman presents with thin brown discharge which has persisted for 3 weeks post partum. What are you concerned this could indicate?</p>","<p>ectopic pregnancy</p>","<p>retained placenta</p>","<p>post partum haemorrhage&nbsp;</p>","<p>restarting menstrual cycle</p>","<p>None of the above</p>","<p>Lochia is a vaginal discharge which occurs after birth. Lochia serosa is the second stage where it's thin and brown. It contains serous exudate, erythrocytes, leukocytes, cervical mucus and microorganisms. It should continue to day 10, if it persists after this it indicates post partum haemorrhaging.&nbsp;</p>","case 8, group 32"
"2329461","2016-10-14 23:10:06","1504403","3.0900","149","94","A","5","<p>A 28-year-old woman is pregnant for the first time. She carries the pregnancy to 35 weeks, and the neonate survives. She becomes pregnant again. Her second pregnancy ends in miscarriage at 10 weeks. During her third pregnancy, she gives birth at 38 weeks. Use the GPA system to classify this history. Note in the UK, the A is written as a +</p><p>&nbsp;</p><p>&nbsp;</p>","<p>G3 P2+1</p>","<p>G3 P3</p>","<p>G3 P3+1</p>","<p>G2 P3+1</p>","<p>G2 P2+1</p>","<p>This woman has been pregnant 3 times hence G3. She has had 2 pregnancies carried to the stage of fetal viability, therefore P2 One of her pregnancies resulted in a miscarriage and the 'A' is therefore 1. In the UK the A portion is written as +. This includes Miscarriages and Abortions.</p>","Pregnancy, case 8"
"2329575","2016-10-14 23:47:01","1508184","2.5100","153","101","B","5","<p>A young woman in only the third week of her pregnancy develops a fever of 39 degrees but refuses to take any medication because she is afraid will harm her baby . Why is the doctor concern about her temperature .</p>","<p>Hyperthermia induced maternal dabietes</p>","<p>hylerthermia induce NTD&nbsp;</p>","<p>hyperthermia induce cardiovasuclar defect&nbsp;</p>","<p>hyperthermia induce gut defect&nbsp;</p>","<p>hyperthermia induce renal defect&nbsp;</p>","<p>The woman is correct that drugs may be teratogenic. Severe hyperthermia such as this, however, is known to cause neural tube defects (spina bifi da and anencephaly) at this stage of gestation. Therefore, one must weigh the risk of teratogenicity of an antipyretic agent with a low teratogenic potential, such as lowdose aspirin, against the risk of hyperthermia. Interestingly, malformations have been associated with sauna-induced hyperthermia. No information about exercise-induced hyperthermia and birth defects is available, but strenuous physical activity (running marathons) raises body temperature signifi cantly and probably should be avoided during pregnancy.</p>","Case 7, Pregnancy, case 8"
"2329687","2016-10-15 00:27:49","1406047","2.7800","135","81","D","5","<p>Which antibody is able to travel across the placenta into the foetus?</p>","<p>IgM</p>","<p>IgA</p>","<p>IgD</p>","<p>IgG</p>","<p>IgE</p>","<p>IgG is the antibody that is able to cross the placenta into the foeus</p><p>&nbsp;</p><p>IgG is:</p><ul><li>secreted by plasma cells in the blood</li></ul><p>&nbsp;</p><p>IgM:</p><ul><li>may be attached to B cells secreted into the blood</li><li>responsible for early stages of immunity</li></ul><p>&nbsp;</p><p>IgA:</p><ul><li>consequence of the mothers exposure to infectious agents</li><li>adapted to survive in the respiratory and gastrointestinal mucosal membranes</li><li>neutralizes infectious agents</li></ul><p>IgD is:</p><ul><li>part of the B cell receptor</li><li>activates basophils and mast cells</li></ul><p>&nbsp;</p><p>IgE:</p><ul><li>protects against parasites (eg. worms)</li><li>responsible for allergic reactions</li></ul><p>For more info see Dr McCarthy's plenary ""Anatomy of the breast, physiology and immunology of lactation"" in case 8!</p>","Pregnancy, case 8, case group 60"
"2329761","2016-10-15 00:49:40","1508858","2.8800","167","105","D","5","<p>A mother (31/40 gestational weeks) comes into your clinic with a migraine asking for 'something to help her with the pain', she tells you she's been taking ibuprofen throughout the pregnancy because she finds no other pain relief works well for her. What would be your primary concern for this mother?</p>","<p>Pre-eclampsia&nbsp;</p>","<p>Patent duct arteriosum caused by NSAIDs interfering with bradykinin production &nbsp;</p>","<p>Dural Puncture Headache</p>","<p>NSAIDs inhibiting PGE2 which keeps the ductus arteriosum open</p>","<p>Premature placental abruption caused by inhibition of PGE1 and PGE2 necessary for cross linkage maintenance.&nbsp;</p>","<p>The duct is maintained by PGE2 (and PGE1 slightly) throughout pregnancy</p><p>Bradykinin production in the lungs caused by the first breath is what begins obliteration of the duct</p><p>&nbsp;</p>","Case 7, Pharmacology, case 8, embryology, Pregnancy"
"2329769","2016-10-15 00:52:37","1506254","2.7200","129","82","C","5","<p>28 Year old expectant mother comes into clinic with some questions about giving&nbsp;birth at home. She wants to know if she is eligible.<br /><br /></p><p>Which one of these is NOT a contraindication of a home delivery?&nbsp;</p>","<p>Multiple Birth</p>","<p>Previous Caesarean</p>","<p>4 previous childbirths</p>","<p>Pre-Eclampsia</p>","<p>Anaemia</p>","<p>Having four previous childbirths does not exempt you from giving birth at home. Although have 6 previous childbirths would be a contraindication&nbsp;of giving birth at home.&nbsp;</p>","case 8"
"2329779","2016-10-15 00:58:58","1506254","2.9500","142","91","B","5","<p>A 38-year-old expectant mother with a BMI of 41 comes into the clinic with some questions about which tests she'd be eligible for as part of her antenatal screening.<br />She is 16/40 along and this is her first pregnancy so she is very worried.</p><p>&nbsp;</p><p>What is the best antenatal test for her to have at this stage on the NHS?<br /><br />&nbsp;</p>","<p>The combined test</p>","<p>The quadruple&nbsp;test</p>","<p>The sextuple test</p>","<p>NIPTY&nbsp;test</p>","<p>CVS</p>","<p>NIPTY&nbsp;is not available&nbsp;on the NHS.<br />She is too far along for CVS (14 weeks).</p><p>Combined is contraindicated due to her BMI.<br />The sextuple test doesn't exist.</p>","Case 7"
"2329788","2016-10-15 01:02:37","1502566","2.7300","118","75","C","5","<p>a woman is in labour with her first pregnancy and decided against an episiotomy. during labour she suffers&nbsp;a tear in the anal sphincter but the rectal mucosa is intact. what degree tear is this?</p>","<p>1st</p>","<p>2nd</p>","<p>3rd</p>","<p>4th</p>","<p>peri-urethral</p>","<p>Tearing &ndash; 1/2/3/4. 1st degree perineal tearing is damage to labia minora and vaginal mucosa. Underlying muscles are exposed but still intact. 2nd degree: posterior vaginal wall and perineal muscles are torn but the anal sphincter is intact. 3rd degree: anal sphincter is torn but the rectal mucosa is intact. 4th degree: the anal canal is open and the tear may spread to the rectum.</p><p>periurethral tear is&nbsp;a superficial skin tear&nbsp;near the top of the vagina, next to the urethra</p>","case 8, Pregnancy"
"2334113","2016-10-16 23:32:27","1508184","3.0300","150","89","C","5","<p>Th ere are numerous stages in the development of the&nbsp;ovum, which can be seen while examining ovarian&nbsp;tissue under the microscope . Which single type of<br />post-ovulatory follicle is formed in the absence of&nbsp;fertilization?</p>","<p>Antral follicle</p>","<p>Atretic follicle</p>","<p>Corpus albicans</p>","<p>Corpus luteum</p>","<p>Primordial follicle</p>","<p>Following ovulation, in the absence of fertilization, the corpus&nbsp;luteum degenerates into a corpus albicans, which can be recognized<br />under the microscope as a whitish scar within the ovarian tissue.&nbsp;A (antral follicle), B (atretic follicle), and E (primordial<br />follicle) refer to pre-ovulatory follicles. A preantral follicle that doesnot develop hormone receptors to become a mature antral follicle&nbsp;degenerates and dies, hence its name, atretic follicle. A primordial&nbsp;follicle comprises an oocyte surrounded by mesenchymal cells on a&nbsp;basement membrane. The oocyte arrests in the diplotene of the first&nbsp;meiotic prophase until signalled to resume further development&nbsp;during the reproductive life of a woman. The corpus luteum is the<br />structure that remains following the release of the oocyte and, following successful fertilization, will continue to secrete&nbsp;progesterone under the influence of hCG.</p>","Case 7"
"2334118","2016-10-16 23:34:56","1508184","2.5800","141","86","E","5","<p>The placenta is an important endocrine organ,&nbsp;secreting a variety of steroid and peptide hormones.&nbsp;Which single placental hormone soft ens the connective<br />tissue of the symphysis pubis, facilitating parturition?</p>","<p>Human chorionic gonadotrophin (hCG)</p>","<p>Human placental lactogen (hPL)</p>","<p>Oestrogen</p>","<p>Progesterone</p>","<p>Relaxin</p>","<p>Lecture slides&nbsp;</p>","Case 7, case 8, Pregnancy"
"2334124","2016-10-16 23:38:22","1508184","2.7900","144","94","A","5","<p>A 25-year-old man is investigated for infertility.&nbsp;On examination, he is tall and has long extremities,<br />enlarged breasts, and atrophied testes. Genetic analysis&nbsp;reveals a 47,XXY karyotype. &nbsp;Which single name describes&nbsp;excessive development of male mammary tissue?</p>","<p>Gynaecomastia</p>","<p>Amastia</p>","<p>Athelia</p>","<p>Polymastia</p>","<p>Polythelia</p>","<p>Absence of breasts is referred to as amastia (B). Absence of nipples<br />is called athelia (C). Both are rare congenital anomalies. An extra<br />breast (polymastia, option D) or nipple (polythelia, option E) occurs<br />in about 1 % of the female population and is a heritable condition.<br />Hypoplasia of the breast is more often found in <strong>Turner&rsquo;s syndrome</strong><br />(commonly a 45,X karyotype).</p>","Breast, Case 7, case 8, Pregnancy"
"2334129","2016-10-16 23:41:49","1508184","3.0300","162","99","C","5","<p>A 25-year-old man is investigated for infertility.&nbsp;On examination, he is tall and has long extremities,<br />enlarged breasts, and atrophied testes. Genetic analysis&nbsp;reveals a 47,XXY karyotype. Which single name describes<br />this genetic condition ?&nbsp;</p>","<p>Turner syndrome&nbsp;</p>","<p>Edward syndrome&nbsp;</p>","<p>Klinefelter syndrome&nbsp;</p>","<p>Patau syndrome&nbsp;</p>","<p>Russel silver syndrome&nbsp;</p>","<p>This patient suffers from Klinefelter&rsquo;s syndrome, which is&nbsp;characterized by postpubertal testicular failure. About 80 % of males<br />with this syndrome have gynaecomastia.&nbsp;Klinefelter&rsquo;s syndrome is associated with primary testicular failure.&nbsp;The consequences are small testes and low levels of plasma&nbsp;testosterone. The lack of testosterone feedback inhibition to the&nbsp;pituitary results in high levels of plasma gonadotrophins. The lack of&nbsp;androgens is a cause of the gynaecomastia and hypogonadism, as&nbsp;well as other feminizing features of Klinefelter&rsquo;s syndrome.</p><p>&nbsp;</p><p>&nbsp;</p>","chromosome abnormalities, Case 7, case 8, Pregnancy"
"2334144","2016-10-16 23:48:11","1508184","2.9800","187","117","A","5","<p>A baby is born to a homeless 18-year-old. Th e&nbsp;baby is small and has several characteristic facial<br />abnormalities. Th ese include a smooth philtrum and thin&nbsp;upper lip, and there are small palpebral fissures. Which is<br />the single most likely cause of the facial&nbsp;abnormalities?</p>","<p>Alcohol exposure</p>","<p>Gestational diabetes</p>","<p>Rubella infection</p>","<p>Thalidomide exposure</p>","<p>Trisomy 21 (Down&rsquo;s syndrome)</p>","<p>Fetal alcohol syndrome is thought to be the commonest cause of&nbsp;mental retardation in the Western world. Alcohol is able to cross&nbsp;the placental barrier and causes distinctive facial abnormalities&nbsp;&nbsp;as well as stunting fetal growth.<br />No amount of alcohol is safe and therefore the best recommendation&nbsp;is to not drink at all during pregnancy.</p><p><br />Babies born to mothers who have maternal diabetes (B) are at risk&nbsp;of <strong>being large for gestational age </strong>. As&nbsp;neonates they are also more likely to have <strong>low blood glucose&nbsp;jaundice and polycythaemia, and hypocalcaemia and&nbsp;hypomagnesaemia.</strong></p><p>&nbsp;</p><p>Congenital rubella syndrome (C) can occur as a<br />result of the mother contracting rubella in her 1st trimester.Neonates present with a <strong>classic triad: sensorineural deafness, eye</strong><br /><strong>abnormalities (cataracts and microphthalmia) and congenital heart&nbsp;disease</strong>&mdash; usually patent ductus arteriosus.</p><p>&nbsp;</p><p>Thalidomide (D) cause&nbsp;limb defects such as phocomelia (derived from the Greek phoke,<br />seal, and melos, limb; meaning a shortened limb with long bones&nbsp;reduced or absent). Trisomy 21 (E) may cause a small chin<br />(microgenia), oblique eye fissures with epicanthal folds, a flat nasal&nbsp;bridge and protruding tongue and a single palmar fold.<br />Environmental factors account for around 7&ndash;10 % of congenital&nbsp;abnormalities. Genetic causes have been estimated to cause around<br />a third of congenital defects.&nbsp;</p>","chromosome abnormalities, Case 7, case 8, embryology, Pregnancy"
"2334639","2016-10-17 04:40:23","1506742","2.8700","138","90","B","4","<p>A 30 year old woman has entered into labour. It's her 1st child and despite having attended antenatal classes, she's quite scared about labour because she's worried that it will be very painful and difficult. To reassure her, the midwife says that there's nothing to worry because the baby is in the optimal foetal position and so this will facilitate the delivery process. To what position is the midwife referring to? &nbsp; &nbsp;</p>","<p>ROA</p>","<p>LOA</p>","<p>ROL</p>","<p>LOL</p>","","<p>Left Occiput Anterior is the easiest foetal position. The foetus settles in this position naturally during the last weeks of pregancny to enter the brim (at about 38 wks in 1st time mum, maybe a bit later in multiparae). The foetus has its back on the mother's left side and faces the right hip. The crown of the head enters the pelvis first. This position helps the baby be in the smallest diameter to fit the pelvis.&nbsp;</p><p>&nbsp;</p><p>(from integrated practical, station B, mechanisms of labour)&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","case 8, Pregnancy, labour"
"2334848","2016-10-16 04:18:27","1503323","2.8300","139","88","B","5","<p>Amanda is 40 weeks pregnant and goes into labour. The labour progresses very slowly and to prevent fetal distress, the obstetrician decides to carry out a Caesarean section. Amanda is very concerned about the risks of a C section and asks the obstetrician for advice.&nbsp;</p><p>&nbsp;</p><p>What is the most common complication associated with a Caesarean section?</p><p>&nbsp;</p><p>&nbsp;</p>","<p>Damage to the viscera e.g. bladder</p>","<p>Infection of uterus or wound&nbsp;</p>","<p>Maternal death&nbsp;</p>","<p>Venous thromboembolism&nbsp;</p>","<p>Fetal lacerations</p>","<p>All of the answers above are risks associated with a Caesarean section. However, an infection is the most common risk.&nbsp;</p>","case 8, Pregnancy"
"2334972","2016-10-17 08:22:27","1502289","3.3200","224","131","D","5","<p>A 29 year old woman, Nina, has been admitted for severe haemorrhage following her recent miscarriage after a 9 week pregnancy. She requires a blood transfusion but scared of the unknown, her husband searches the internet for information on transfusions. He comes across the term 'irradiated' in his online research. He asks what this term means and the doctor explains that irradiation destroys one of the blood components.</p><p>&nbsp;</p><p>What component is this?</p>","<p>Serum albumin</p>","<p>Erythrocytes</p>","<p>Platelets</p>","<p>Leucocytes</p>","<p>Lipids</p>","<p>Answer: <strong>(D) Leucocytes</strong></p><p>Irradiation damages DNA and will only destroy&nbsp;<strong>white blood cells (leucocytes)</strong>. This is to prevent passenger WBCs in transfused blood from recognizing the new host as 'foreign' and attacking their system.&nbsp;</p><p>&nbsp;</p><p><em>From 'Blood Grouping System' lecture by Dr. Goringe in Case 8</em></p><p>&nbsp;</p><p>&nbsp;</p>","case 8, Blood transfusion"
"2345706","2016-10-21 02:17:46","1502957","3.0600","165","101","D","5","<p>A child presents with typical symptoms of respiratory tract infection. You suspect it may be RSV (respiratory synctytial virus) or PIV (parainfluenza virus). What test would you order from the lab to determine which virus it is?&nbsp;</p>","<p>Light microscopy</p>","<p>Scanning Electron Microscopy</p>","<p>PCR</p>","<p>RT-PCR</p>","<p>Blood cultures&nbsp;</p>","<p>RT-PCR (reverse transcriptase polymerase chain reaction) uses DNA to amplify a target gene sequence via the use of specific primers. If the gene sequence you are looking for is present it will be amplified. RSV and PIV are both RNA viruses so require reverse transcriptase to turn RNA to DNA before it can be used in PCR.</p><p>&nbsp;</p><p>Immunofluorescence, a light microscopy technique, can be used also, however this is an SBA so it isn't the correct answer.</p><p>&nbsp;</p><p>Blood cultures are for bacteria or fungi usually rather than viruses.</p><p>&nbsp;</p><p>&nbsp;</p>","case 9, Virology, respiratory, virus, investigations"
