"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"1239941","2014-11-05 23:24:34","1407269","2.7100","154","82","C","5","<p>Immunoglobulins can be classified into 5 main domains. 4 of these are IgA, IgD, IgE, and IgM. What is the 5th?</p>","<p>IgB</p>","<p>IgP</p>","<p>IgG</p>","<p>IgS</p>","<p>IgL</p>","<p>The answer is IgG. This stands for immunoglobulin gamma. This immunoglobulin consists of 2 light chains and 2 heavy gamma chains.</p>","Immunology"
"1239942","2014-11-05 23:24:34","1402317","2.6400","96","58","A","3","<p>What five roots give rise to the brachial plexus?</p>","<p>C5, C6, C7, C8, T1</p>","<p>C5, C6, C7, C8, C9</p>","<p>C5, C6, C7, C9, T1</p>","","","<p>:)</p><p>&nbsp;</p>","-"
"1239945","2014-11-05 23:24:54","1407241","3.0200","86","52","D","5","<p>A 35 year old carpenter attends A &amp; E with an acute wound in his left index finger.</p><p>He explains, whilst at work this morning he slipped and pierced his finger with a nail gun instead of the cupboard he was making.</p><p>What type of wound is he most like to have sustained?</p>","<p>Avulsion</p>","<p>Laceration&nbsp;</p>","<p>Contusion</p>","<p>Puncture</p>","<p>Burn</p>","<p>The carpenter has a puncture wound as the sharp object, nail, has pierced the skin.</p>","-"
"1239946","2014-11-05 23:24:57","1403577","2.7400","125","69","B","4","<p>Boyle'so law states that pressure is inversely proportional to what?</p>","<p>Temperature</p>","<p>Volume</p>","<p>Density</p>","<p>Temperature X Volume</p>","","<p>Boyle's law is inversely proportional to volume</p>","Physics, Lung function"
"1239947","2014-11-05 23:24:57","1401866","2.8100","102","53","B","5","<p>Which nerve innervates the diaphragm?</p>","<p>long thoracic nerve</p>","<p>Phrenic nerve</p>","<p>Vagus nerve</p>","<p>Median nerve</p>","<p>axillary nerve</p>","","-"
"1239948","2014-11-05 23:24:57","1404116","2.9500","94","57","B","5","<p>What is the main symptom of a mid-shaft fracture to the humerus?</p>","<p>Claw Hand</p>","<p>Wrist Drop</p>","<p>Depression of the deltoid muscle</p>","<p>Lack of cutaneous sensation in the anterior forearm</p>","<p>Waiters Tip</p>","","Anatomy"
"1239951","2014-11-05 23:25:09","1405171","2.5500","105","58","C","5","<p>You are on placement at a GP surgery. You have been asked to talk to a patient before they go on to see the doctor.</p><p>The first thing you should do upon seeing a patient is:</p>","<p>Ask them to take a seat</p>","<p>Shake their hand</p>","<p>Check their identity and introduce yourself</p>","<p>Ask them what brought them to the surgery today</p>","<p>Tell them what you know about their illness</p>","<p>It is important that the patient knows who they are talking to and your role in the surgery. It is also important for you to know who the patient is.</p>","Clinical Skills"
"1239955","2014-11-05 23:25:29","1401640","2.5900","97","63","C","5","<p>What part of a eukaryotic cell plays the main role in protein synthesis?&nbsp;</p>","<p>Golgi apparatus</p>","<p>Mitochondria</p>","<p>Ribosomes</p>","<p>Centrioles</p>","<p>Cytoplasm</p>","<p>Ribosomes play the main role in the process of protein synthesis in a eukaryotic cell.&nbsp;</p>","cell function"
"1239958","2014-11-05 23:25:43","1405873","2.7700","102","56","A","5","<p>A patient comes in to the GP surgery complaining of a lack of feeling and control when flexing their forearm. After an examination, the doctor decides that there is most likely damage to one of the nerves innervation the arm.&nbsp;</p><p>Which nerve innervation the flexors of the forearm?&nbsp;</p>","<p>Median nerve</p>","<p>Ulnar nerve</p>","<p>Musculotaneous nerve</p>","<p>Radial nerve</p>","<p>Phrenic&nbsp;nerve</p>","<p>The main flexors of the forearm are innervation by the median nerve.&nbsp;</p>","Lower arm"
"1239960","2014-11-05 23:26:08","1406437","2.9000","152","80","A","5","<p>The complement system of the immune system can be activated via three pathways. Which antibody is responsible for activating the classical pathway?&nbsp;</p>","<p>IgM</p>","<p>C5b</p>","<p>IgF</p>","<p>MASP-1</p>","<p>C3a</p>","<p>The classical pathway is activated when the antibody IgM binds to the pathogen</p>","Immunology"
"1239961","2014-11-05 23:26:09","1403117","3.0200","162","87","B","5","<p>Which white blood cell is most common in the blood?</p>","<p>Basophil&nbsp;</p>","<p>neutrophil</p>","<p>Lymphocyte&nbsp;</p>","<p>monocyte</p>","<p>eosinophil</p>","<p>Due to there being 40-60% in the blood</p>","Immunology"
"1239962","2014-11-05 23:26:10","1301921","3.1100","97","57","D","5","<p>A 25 year old women came at the A&amp;I with a fracture at the surgical neck of the humerus. What is the most likely nerve she damaged because of the fracture?&nbsp;</p>","<p>Ulnar nerve</p>","<p>Musculocutanous nerve</p>","<p>Median nerve</p>","<p>Axillary nerve</p>","<p>Long thoracic nerve</p>","<p>The axillary nerve is the one damaged if a person has a fracture at the surgical neck of the humerus.</p>","Anatomy"
"1239964","2014-11-05 23:26:14","1406401","1.3700","96","49","E","5","<p>Dr Jeff Allen and Vince McMann have beef. Dr Jeff invites him to the IV lounge royal rumble. What is the probablilty of Dr Jeff chokeslamming Vince?</p><p>&nbsp;</p>","<p>0.000</p>","<p>0.001</p>","<p>0.002</p>","<p>0.050</p>","<p>1</p>","<p>Dr Jeff won the royal rumble in 1967. He chokeslammed Vince 6 times in the process.</p>","-"
"1239968","2014-11-05 23:26:20","1403014","3.1400","91","57","C","5","<p>A 75 year old patient has come into his GP surgery, &nbsp;after a bad fall &nbsp;onto his &nbsp;left &nbsp;elbow he has lost the feeling in &nbsp;his little finger and the medial side of his ring finger . These fingers are also clawed, what nerve has he most likely damaged?</p>","<p>Median nerve</p>","<p>Radial nerve</p>","<p>Ulnar nerve</p>","<p>Long thoracic nerve</p>","<p>Musculocutaneous nerve</p>","<p>Ulnar nerve</p>","-"
"1239969","2014-11-05 23:26:26","1403461","2.9600","156","85","D","5","<p>What co receptor molecule is involved in the binding of MHC class 2 with a TCR molecule.</p>","<p>CD8+</p>","<p>CD4-</p>","<p>CD8-</p>","<p>CD4+</p>","<p>CD3</p>","<p>Due to the MHC involved being type 2, the type of T cell involved will be a T helper cell and hence contain CD4+ to help in binding.</p>","Immunology, cell biology"
"1239971","2014-11-05 23:26:30","1302210","2.6900","114","65","B","5","<p>Ines walks into a surgery complaining about her gross increase in weight, she claims that she doesn't eat too much and exercises regularly. What are other possible causes of her dramatic weight increase?</p>","<p>Overactive Thyroid</p>","<p>Underactive Thyroid&nbsp;</p>","<p>Type 2 diabetes&nbsp;</p>","<p>Obesity</p>","<p>Cycstic Fibrosis</p>","","Nutrition"
"1239972","2014-11-05 23:26:31","1305041","2.8900","99","55","D","5","<p>&nbsp;Deficiency of what vitamin leads to megaloblastic anemia?</p>","<p>Vitamin c</p>","<p>Viramin D</p>","<p>Vitamin B1</p>","<p>Vitamin B12</p>","<p>Vitamin B1</p>","<p>Vitamin B12 and B9 deficiencies can lead to megaloblastic anemia</p>","cell biology"
"1239975","2014-11-05 23:26:40","1406858","1.1500","73","47","D","5","<p>What day of the week is it?</p>","<p>Lymphocyte</p>","<p>MRI Scan</p>","<p>July</p>","<p>Wednesday</p>","<p>Leonardo Dicaprio</p>","","-"
"1239976","2014-11-05 23:26:46","1301474","3.2200","166","76","B","3","<p>In Jeff's favourite film (From Dusk Till Dawn), the heart ripped out of the zombie is clearly not innervated any more. Therefore, how many times will it beat whilst being held up victoriously?</p>","<p>70 bpm</p>","<p>100 bpm</p>","<p>120 bpm</p>","","","<p>The SA node causes the heart to beat 100 times per minute without vagal inhibition.&nbsp;</p>","Cardiology"
"1239977","2014-11-05 23:26:47","1403562","0.9800","60","43","D","5","<p>How much wood could a woodchuck chuck if a woodchuck could chuck wood?</p>","<p>2 &nbsp;pieces</p>","<p>4 pieces</p>","<p>7 pieces</p>","<p>5 pieces</p>","<p>10 pieces&nbsp;</p>","<p>It just is&nbsp;</p>","-"
"1239978","2014-11-05 23:26:49","1404793","1.2900","79","49","D","5","<p>Are lectures fun?</p>","<p>No</p>","<p>No</p>","<p>No</p>","<p>No</p>","<p>No</p>","<p>Lectures are boring</p>","Lectures"
"1239980","2014-11-05 23:27:25","1300787","3.2100","99","48","A","5","<p>A doctor suspects that a patient has a problem with their pulmonary valve. Where should he place the stethoscope on the patients chest in order to listen for the potential problem with that valve?</p>","<p>2nd intercostal space, Left of sternal border</p>","<p>3rd intercostal space, right eternal border</p>","<p>1st intercostal space, left eternal border</p>","<p>1st intercostal space, right sternal border</p>","<p>3rd intercostal space, left sternal border</p>","<p>This isn't the exact position on the valve but the position where noises from the valve can be heard from</p>","Anatomy"
"1239981","2014-11-05 23:27:28","1402744","3.0800","95","53","D","5","<p>what muscles originate from the coracoid process?</p>","<p>Pectoralis major and minor</p>","<p>Teres major and Deltoid&nbsp;</p>","<p>Triceps brachii long head and Short head of biceps brachii&nbsp;</p>","<p>Short head biceps brachii<br />Coracobrachialis</p>","<p>Brachialis&nbsp;<br />Coracobrachialis</p>","","Anatomy"
"1239984","2014-11-05 23:27:50","1405453","2.9800","161","82","B","5","<p>which properties are characteristic of an adaptive immune response?</p>","<p>Fast, non specific, fixed</p>","<p>Slow, specific, responsive</p>","<p>Fast, specific, fixed</p>","<p>Slow, specific, fixed</p>","<p>Slow, non specific, responsive</p>","<p>Adaptive immune system is slower, specific to the pathogen and responsive - I.e memory</p>","Immunology"
"1239985","2014-11-05 23:27:50","1404008","2.9300","94","57","C","5","<p>A patient comes into the surgery with winging of the scapula. What nerve has most likely been damaged to cause this injury?</p>","<p>Radial nerve</p>","<p>Thorocodorsal nerve</p>","<p>Long thoracic nerve</p>","<p>Ulna nerve</p>","<p>Median nerve</p>","<p>The long thoracic nerve innervates serratus anterior and when damaged the scapula protrudes from the body&nbsp;</p>","-"
"1239986","2014-11-05 23:27:52","1404432","2.1200","106","58","B","5","<p>Yaya Toure has a lot more drive on the counter than his brother Kolo. Kolo asks their mum, an expert in biochemistry, why this is. She explains Yaya produces a greater quantity of a chemical compound.&nbsp;</p><p>&nbsp;</p><p>What does she suggest?</p>","<p>Lactose</p>","<p>ATP</p>","<p>Fructose</p>","<p>Jeff Allen</p>","<p>RKO OUTTA NOWHERE!</p>","<p>Obvious&nbsp;</p>","cell biology"
"1239987","2014-11-05 23:28:02","1304644","3.0700","103","57","C","5","<p>A man comes into A&amp;E having dislocated his shoulder (glenohumeral joint). Once the humerus is put back, where would you test the cutaneous innervation of the axillary nerve to make sure it isn't damaged by the dislocation?</p>","<p>Cubical fossa</p>","<p>Posterior forearm</p>","<p>regimental badge</p>","<p>Anterior forearm</p>","<p>Back of hand</p>","","Nerve innervation of upper limb"
"1239989","2014-11-05 23:28:10","1403490","2.9800","159","87","B","5","<p>A patient has a blood smear and you are able to identify white blood cells when the slide is examined under the microscope. What type of white blood cell are you most likely to see?</p>","<p>Eosinophil</p>","<p>Neutrophil</p>","<p>Monocyte</p>","<p>Leukocyte</p>","<p>Basophil</p>","<p>Neutrophils are the most common type of white blood cell (40-60% prevalence)&nbsp;</p>","Immunology"
"1239990","2014-11-05 23:28:22","1405248","2.8400","105","55","C","5","<p>An 18 year old male comes in to A&amp;E presenting with wrist drop. The A&amp;E consultant who he sees tells him he has damaged one of the nerves in his arm.</p><p>Which nerve did he damage?</p><p>&nbsp;</p>","<p>Ulnar nerve</p>","<p>Medial nerve</p>","<p>Radial nerve</p>","<p>Phrenic nerve</p>","<p>Musculocutaneous nerve</p>","<p>The radial nerve innervates the extensors of the wrist and hand . Therefore, if it is damaged the patient will not be able to extend their wrist, resulting in wrist drop.</p>","Upper limb, Anatomy"
"1239991","2014-11-05 23:28:22","1405642","2.9100","93","54","B","5","<p>Which nerve innervates the serratus anterior muscle?&nbsp;</p><p>&nbsp;</p>","<p>Axillary nerve&nbsp;</p>","<p>Long thoracic nerve&nbsp;</p>","<p>Phrenic nerve&nbsp;</p>","<p>radial nerve&nbsp;</p>","<p>Ulnar nerve&nbsp;</p>","<p>The long thoracic nerve travels inferiorly on the surface of the serratus.</p>","Anatomy"
"1239993","2014-11-05 23:28:58","1306136","3.0400","85","51","C","5","<p>You are a junior doctor on an a &amp; e ward. A woman comes in with a wound surrounded by bruising and swelling. She says she fell down the stairs and cut and bruised her knee. What type of wound is this?</p>","<p>Avulsion</p>","<p>Laceration</p>","<p>Contusion</p>","<p>Puncture</p>","<p>Abrasion</p>","<p>A contusion is a wound made by blunt force. It causes tissue damage such as bruising and swelling and doesn't always break the skin. Read clinical skills preparation for wound management for more details!&nbsp;</p>","clinical skills"
"1239994","2014-11-05 23:29:09","1407002","2.9200","108","52","A","5","<p>Which nerves innervate the diaphragm?</p>","<p>Phrenic nerve</p>","<p>Thoracic nerves</p>","<p>Vagus nerve</p>","<p>Axillary nerve</p>","<p>Splachnic nerve</p>","<p>Phrenic nerve innervate the diaphragm originating from C4 and C5 because C4 and C5 keep the diaphragm alive.</p>","Thorax"
"1239995","2014-11-05 23:29:17","1402155","3.1100","127","70","D","5","<p>Which cord does the ulnar nerve originate from in the brachial plexus?</p>","<p>Posterior</p>","<p>Anterior</p>","<p>Lateral</p>","<p>Medial</p>","<p>Superior</p>","<p>The medial cord splits into two nerves: the ulnar nerve and the medial root of the median nerve</p>","Anatomy, Nervous system"
"1239996","2014-11-05 23:29:24","1300685","3.0600","181","85","C","5","<p>What is the role of MHC molecules?</p>","<p>Makes holes in the cell membrane of pathogens (lysis)</p>","<p>Opsonisation</p>","<p>Presents fragments of pathogens to attract immune cells</p>","<p>eating bacteria</p>","<p>it doesn't do anything</p>","<p>They get chopped up and the MHC molecule sits in the membrane with the bit fragment in it to attract immune cells</p>","Immunology"
"1239997","2014-11-05 23:29:38","1404057","2.6100","153","83","B","5","<p>There are four stages of the immune response. Which of the stages below is NOT part of the response?</p>","<p>Regulation</p>","<p>Cytokinesis</p>","<p>Disposal</p>","<p>Recognition</p>","<p>Communication</p>","<p>Cytokinesis is not a stage, however cytokines are used in the adaptive immune response :)</p>","Immunology"
"1240001","2014-11-05 23:30:08","1405313","2.8300","90","48","A","5","<p>A patient presents with wrist drop. &nbsp;Which nerve are they most likely to have damaged?</p>","<p>Radial nerve</p>","<p>Ulnar nerve</p>","<p>Musculocutaneous nerve</p>","<p>Axillary nerve</p>","<p>Long thoracic nerve</p>","<p>Radial nerve damage causes wrist drop, the patient will be unable to flex their wrist.</p>","Anatomy"
"1240002","2014-11-05 23:30:11","1406517","3.0400","86","49","B","5","<p>Tommy has cystic fibrosis which causes him to produce thicker mucus, this mucus often blocks his pancreatic duct, thus inhibiting the flow of pancreatic juice. Which of these enzymes found in pancreatic juice and will therefore not contribute to his digestive processes as much as it usually would?&nbsp;</p>","<p>Pepsin</p>","<p>Trypsin</p>","<p>Renin</p>","<p>Ptyalin</p>","<p>Betaine</p>","","-"
"1240004","2014-11-05 23:30:12","1327313","3.3900","132","71","E","5","<p><img src=""../images/view.php?file=86271"" alt=""no description"" /></p><p>&nbsp;</p><p>What white blood cell is pictured in this image, taken under the microscope?&nbsp;</p>","<p>Basophil</p>","<p>Lymphocyte</p>","<p>Eosinophil</p>","<p>Monocyte</p>","<p>Neutrophil&nbsp;</p>","<p>This is a Neutrophil. This can be identified by 2 main characteristics:</p><p>&nbsp;</p><p>- A single nucleus that is multi-lobed with 2 to 5 lobes</p><p>- Visible azure granules that give it a granulated appearance inside the cell membrane&nbsp;</p>","Histology, Microbiology, Blood Cells"
"1240006","2014-11-05 23:30:32","1404572","1.1700","78","47","E","5","<p>How hungover are you?</p>","<p>Not at all</p>","<p>A bit</p>","<p>Fairly</p>","<p>Very</p>","<p>Still plastered</p>","<p>Depends how much Medicine makes your drink alcohol</p>","Lectures"
"1240007","2014-11-05 23:30:43","1405313","2.8400","89","56","A","5","<p>A patient presents with wrist drop. &nbsp;Which nerve are they most likely to have damaged?</p>","<p>Radial nerve</p>","<p>Ulnar nerve</p>","<p>Musculocutaneous nerve</p>","<p>Axillary nerve</p>","<p>Long thoracic nerve</p>","<p>Radial nerve damage causes wrist drop, the patient will be unable to flex their wrist.</p>","Anatomy"
"1240009","2014-11-05 23:30:48","1302949","2.8600","159","86","B","4","<p>What is the main family of receptors involved in innate immunituy?</p>","<p>Pathogen associated molecular patterns (PAMPs)</p>","<p>Toll-Like receptors</p>","<p>Immunoglobulin receptors</p>","<p>T lymphocyte receptors</p>","","<p>Toll-like receptors are found on the molecules and cells of the innate immune system. They trigger the inflammatory response and stimulate the adaptive immune response.</p>","Immunology"
"1240010","2014-11-05 23:30:55","1402553","2.1300","157","83","A","5","<p>In a &nbsp;immunoglobulin there is a variable region which binds to an antigen. When this region is being coded for, &nbsp;some rearrangements of the genes do not code for a protein resulting in cell death. What is this type of rearrangement called?&nbsp;</p>","<p>Unproductive</p>","<p>Unuseful</p>","<p>Destructive</p>","<p>Destroying</p>","<p>Terminal</p>","<p>An unproductive rearrangement does not code for a protein</p>","Immunology"
"1240011","2014-11-05 23:31:28","1405223","2.8700","116","70","B","5","<p>A parent comes into your practice with a 4 year old patient that is showing symptoms such as, being very thirsty, tingling sensation in their extremities, always needing to urinate and feeling very tired all the time. You perform some tests and discover that the patient has Type 1 diabetes. What hormone are you most likely to talk about with the patient and their parent when talking about this diagnosis and how to treat them?</p>","<p>Glucagon</p>","<p>Insulin</p>","<p>Oestrogen</p>","<p>Testosterone</p>","<p>ACTH - Adrenocorticotropic</p>","<p>Type 1 diabetes is the inability of pancreatic cells to produce insulin which is involved in regulating blood sugar</p>","Hormones"
"1240012","2014-11-05 23:31:31","1400072","2.9500","105","56","C","5","<p>You find a young male laying unconscious in the street. He is unresponsive. You have called for help and someone has rung for an ambulance.</p><p>&nbsp;</p><p>What would be the next best course of action to take?</p>","<p>Begin CPR</p>","<p>Check blood circulation</p>","<p>Check airways</p>","<p>Check they are breathing</p>","<p>Ask someone to get an AED</p>","<p>DRS. ABC</p><p>&nbsp;</p><p>Danger</p><p>Responsiveness</p><p>Shout (help)</p><p>Airways</p><p>Breathing</p><p>Circulation</p>","Clinical Skills"
"1240015","2014-11-05 23:31:53","1302210","1.9900","124","73","C","5","<p>Ines walks into the surgery complained about blood in her stools. What could be the possible causes.</p>","<p>A hot curry</p>","<p>GI infection</p>","<p>Bowel cancer</p>","<p>Stomach Ulcers&nbsp;</p>","<p>A cold</p>","","Gastrointestinal System"
"1240016","2014-11-05 23:31:55","1402589","2.9700","100","61","B","5","<p>Which one of these triplet codons will stop translation process?</p>","<p>AUG</p>","<p>UAA</p>","<p>AGU</p>","<p>UUA</p>","<p>GUA</p>","<p>stop codons: UGA, UAG, UAA</p>","cell biology"
"1240019","2014-11-05 23:32:06","1407054","3.2300","109","60","B","5","<p>A man comes into the clinic complaining of something protruding on his back. After examination it is clear that the scapula is angled more posteriorly than normal. Which nerve is most likely damaged to have caused a winged scapula?</p>","<p>Radial nerve</p>","<p>Long thoracic nerve</p>","<p>Ulnar nerve&nbsp;</p>","<p>Musculocutaneous nerve</p>","<p>Vagus nerve&nbsp;</p>","<p>The thoracic nerve innervates the serratus anterior. Damage to this nerve prevents the serratus anterior from keeping the scapula in place.</p>","Anatomy"
"1240020","2014-11-05 23:32:10","1402983","3.0200","92","56","B","5","<p>A patient comes into the clinic unable to extend his wrist. The doctor explains that he is suffering from wrist drop.</p><p>&nbsp;</p><p>Which nerve has most likely been damaged?</p>","<p>Axillary nerve</p>","<p>Radial nerve</p>","<p>Ulnar nerve</p>","<p>Long thoracic nerve</p>","<p>Thoracodorsal nerve</p>","<p>The answer is B, radial nerve, because the extensor muscles of the arm are innervated by the radial nerve. The place where the radial nerve is most likely to have been damaged is the mid shaft of the humerus.</p>","Anatomy"
"1240023","2014-11-05 23:32:46","1405300","2.8200","118","65","C","5","<p>Which muscle does the thoracodorsal nerve innervate?</p>","<p>Serratus anterior</p>","<p>Trapezius</p>","<p>Latissimus dorsi</p>","<p>Deltoid</p>","<p>Supraspinatus</p>","<p>Innervates latissimus dorsi</p>","Anatomy, Nervous system"
"1240025","2014-11-05 23:29:42","1403858","3.1400","103","63","A","4","<p>A patient has dislocated their glenohumeral joint, damaging the radial nerve (in the axilla). What would be a tell-tale sign?&nbsp;</p>","<p>Wrist drop</p>","<p>Waiter's tip</p>","<p>Crying</p>","<p>Inability to flex elbow</p>","","<p>Damage to the radial nerve in the radial groove of the humerus causes unopposed flexion of the wrist (wrist drop).&nbsp;</p>","anatomy"
"1240026","2014-11-05 23:33:12","1400153","1.1300","74","47","A","5","<p>What time do MedSoc 1920s tickets go on sale?</p>","<p>6</p>","<p>6</p>","<p>6</p>","<p>6</p>","<p>6</p>","<p>6...sharp...don't miss out ;)</p>","MedSoc"
"1240028","2014-11-05 23:33:21","1406401","2.9000","101","48","E","5","<p>Why did the mushroom go to the party? Because:</p>","<p>He wanted to get wasted</p>","<p>He needed cheering up</p>","<p>He was a fungi (say fun-guy)</p>","<p>He wanted to get laid</p>","<p>He wanted to meet a host</p>","<p>Fungi is a pathogen. It is always seeking a host which is readily available at parties.</p>","-"
"1240029","2014-11-05 23:33:29","1402274","2.4400","98","57","D","5","<p>Which carpal bone is very prominent on the anterior of the dorsum and can be easily palpated ?&nbsp;</p>","<p>Scaphoid</p>","<p>Lunate</p>","<p>Trapezium</p>","<p>Pisiform</p>","<p>Hamate</p>","<p>The pisiform, situated on the triquetrum can be easily seen and palpated in most people.&nbsp;</p>","Anatomy, Osteology"
"1240033","2014-11-05 23:33:59","1403955","1.1400","76","50","B","2","<p>will anyone be in the 9:00am lecture tomorrow morning?</p>","<p>Yes&nbsp;</p>","<p>No&nbsp;</p>","","","","<p>Wednesday night socials</p>","-"
