"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"2339919","2016-10-19 02:43:45","1600758","3.0700","108","71","C","5","<p>Which carpal bone is found in the proximal row of the hand and is most lateral?</p>","<p>Triquetrum</p>","<p>Pisiform</p>","<p>Scaphoid</p>","<p>Trapezoid</p>","<p>Capitate</p>","<p>The scaphoid bone is found most laterally in the proximal row of the carpal bones.&nbsp;</p>","anatomy"
"2339922","2016-10-19 02:44:33","1602569","2.8900","95","72","D","5","<p>Which bone is not a carpal?</p>","<p>Scaphoid</p>","<p>Lunate</p>","<p>Pisiform</p>","<p>Styloid</p>","<p>Hamate</p>","","-"
"2339924","2016-10-19 02:45:01","1604132","2.8400","124","79","D","5","<p>Name the rotator cuff muscles&nbsp;</p>","<p>pec major, pec minor and biceps</p>","<p>pec major, infraspinatus, subscapularis and supraspinatus</p>","<p>latissimus dorsi, pec major, pec minor and subscapularis</p>","<p>Subscapularis, infraspinatus, teres minor and supraspinatus</p>","<p>Teres major and teres minor&nbsp;</p>","<p>There are four of these muscles. Best remembered using SITS</p>","Upper limb anatomy, anatomy"
"2339925","2016-10-19 02:45:05","1604582","2.9100","96","65","A","3","<p>Duchenne Muscular Dystrophy is</p>","<p>An x-linked genetic disorder</p>","<p>Caused by lack of Calcium ions</p>","<p>Caused by a mutation in gene that codes for Actin</p>","","","<p>It is an x-linked genetic disorder that is caused by a mutation in the gene that codes for Dystrophin, not Actin.</p>","Physiology"
"2339929","2016-10-19 02:46:03","1601065","2.8900","122","74","C","5","<p>where does pectoralis major attach to on the humerus?</p>","<p>Medial lip of the intertubucular sulcus</p>","<p>Greater Tubercle</p>","<p>lateral lip of intertubucular sulcus</p>","<p>Lesser Tubercle</p>","<p>Deltoid tuberosity&nbsp;</p>","<p>Pectoralis major attaches to the lateral lip of the intertubucluar sulcus of the humerus.</p>","anatomy, upper limb anatomy"
"2339930","2016-10-19 02:46:22","1602703","2.8700","88","60","E","5","<p>What 4 muscles make up the ""rotator cuff "" muscles of the shoulder?</p>","<p>lattissimus dorisi, teres major, teres minor, deltoid</p>","<p>teres major, deltoid , infraspinatus, supraspinatus</p>","<p>Teres minor , Teres major, deltoid , pectoralis major</p>","<p>teres minor , infraspinatus, supraspinatus, deltoid</p>","<p>teres minor, supraspinatus, infraspinatus, subscapularis&nbsp;</p>","","anatomy"
"2339931","2016-10-19 02:46:30","1602025","2.9400","100","65","B","5","<p>Which nerve innervates pectoralis minor?</p>","<p>long thoracic nerve</p>","<p>medial pectoral nerve</p>","<p>radial nerve</p>","<p>ulnar nerve</p>","<p>musculocutaneous nerve</p>","<p>The medial pectoral nerve innervates the pectoralis minor</p>","Upper limb anatomy"
"2339935","2016-10-19 02:46:54","1606498","1.3000","111","73","E","5","<p>How enjoyable is this lecture?</p>","<p>Very enjoyable&nbsp;</p>","<p>it's alright&nbsp;</p>","<p>Average&nbsp;</p>","<p>Pretty dull</p>","<p>Would rather be sleeping&nbsp;</p>","","anatomy"
"2339938","2016-10-19 02:47:56","1601348","2.9700","109","70","E","5","<p>Which one of the options isn't a synovial joint?</p>","<p>Hinge</p>","<p>Pivot</p>","<p>Condyloid&nbsp;</p>","<p>Saddle</p>","<p>Synchondroses</p>","<p>Synchondroses joints are one of the two types of cartilaginous joints.</p>","anatomy"
"2339949","2016-10-19 02:51:24","1604445","2.9300","104","68","D","5","<p>Which respiratory pathway breaks down glycogen into Glucose-1-phosphate?</p>","<p>Gluconeogenesis</p>","<p><span style=""font-size: 29.4479px;"">Glycolysis</span></p><p>&nbsp;</p>","<p><span style=""font-size: 38.1351px;"">Glycogenesis</span></p><p>&nbsp;</p>","<p>Glycogenolysis</p>","<p>TCA cycle</p>","<p>Glycogenolysis breaks down glycogen into phosphorylated glucose.&nbsp;</p>","Metabolic pathways"
"2339954","2016-10-19 02:52:36","1601712","2.8200","85","57","A","5","<p>How many major rate-limiting steps are there in the TCA cycle?</p>","<p>2</p>","<p>1</p>","<p>5</p>","<p>0</p>","<p>3</p>","<p>There are 2 main rate limiting steps, converting isocitrate to alpha-ketoglutarate, and the second step as alpha-ketoglutarate converted to succinyl-coA.</p><p>&nbsp;</p><p>However, this number is queried in textbooks but these are the 2 main steps.</p>","Physiology"
"2339957","2016-10-19 02:53:16","1604351","3.0000","90","55","B","5","<p>Which of the following vital signs might be measured using a pulse oximeter?</p>","<p>blood glucose concentration</p>","<p>oxygen saturation</p>","<p>red blood cell count</p>","<p>diastolic blood pressure</p>","<p>peripheral perfusion</p>","<p>Pulse oximeters measure heart rate and oxygen saturation (SO<sub>2</sub> or SpO<sub>2</sub>); however, heart rate is also usually measured manually by taking a pulse.<span style=""font-size: 12.5px;""><br /></span></p>","clinical skills"
"2339958","2016-10-19 02:53:39","1504509","2.8600","108","76","A","4","<p>What muscles make up the anterior arm?</p>","<p>Biceps, coracobrachialis, brachialis</p>","<p>Deltoid, biceops, coracobrachialis</p>","<p>Extensor carpi radialis, pec major, brachialis</p>","<p>Deltoid, triceps, coracobrachialis</p>","","<p>These muscles can be remembered with the acronym BBC</p>","Upper limb anatomy"
"2339966","2016-10-19 02:57:52","1604349","2.8000","108","69","A","5","<p>Which artery supplies the deltoid muscle?</p>","<p>Poseriour humeral circumflex artery&nbsp;</p>","<p>Brachial artery&nbsp;</p>","<p>Radial artery&nbsp;</p>","<p>Subscapular artery&nbsp;</p>","<p>Ulnar artery&nbsp;</p>","<p>The deltoid is supplied by the posterior humeral circumflex artery. It is also supplied by the thoracoacromial artery and the anterior humeral circumflex artery.</p>","Upper limb anatomy"
"2339971","2016-10-19 02:59:58","1602505","3.1000","110","69","D","5","<p>Tenderness in the anatomical snuff box indicates damage to which carpal bone?</p>","<p>Hamate</p>","<p>Pisiform</p>","<p>Lunate</p>","<p>Scaphoid</p>","<p>Trapezium</p>","<p>The scaphoid makes up the base of the anatomical snuff box.</p>","Upper limb anatomy, Skeleton, anatomy, upper limb"
"2339973","2016-10-19 03:00:11","1606498","2.8700","85","54","C","5","<p>What is the result of a damaged long thoracic nerve?</p>","<p>Claw hand&nbsp;</p>","<p>Ulnar claw&nbsp;</p>","<p>Winged Scapula&nbsp;</p>","<p>Paralysis of upper limb&nbsp;</p>","<p>Inability to flex elbow joint&nbsp;</p>","","anatomy"
"2339977","2016-10-19 03:01:29","1606422","2.9900","115","76","D","5","<p>What muscles are innervated by the Dorsal Scapular Nerve&nbsp;</p>","<p>Serrates Anterior &amp; Latissimus&nbsp;Dorsi&nbsp;</p>","<p>Serrates Anterior&nbsp;</p>","<p>Rhomboidal Muscles&nbsp;</p>","<p>Rhomboidal Muscles and Levator Scapulae</p>","<p>Levator Scapulae</p>","<p>Branching of the Brachial Plexus. The nerve allows the motion pulling the scapula towards the spine.</p>","Upper limb anatomy, anatomy"
"2339987","2016-10-19 03:09:56","1601684","3.2200","134","86","A","5","<p>What is the name of the enzyme responsible for the phosphorylation of glucose to glucose-6-phosphate in step 1 of glycolysis?</p>","<p>Hexokinase</p>","<p>Phosphoglucose</p>","<p>Aldolase</p>","<p>Pyruvate Kinase</p>","<p>Enolase</p>","<p>Glucose is phosphorylated by hexokinase. Kinase enzymes phosphorylate. Glucose is a 6C molecule.</p>","Metabolic pathways"
"2340011","2016-10-19 03:29:48","1604351","3.2500","129","79","B","5","<p>'Wrist drop' is a clinical sign indicating damage to which nerve?</p>","<p>axillary nerve</p>","<p>radial nerve</p>","<p>median nerve</p>","<p>long thoracic nerve</p>","<p>ulnar nerve</p>","<p>Wrist drop is also known as&nbsp;<em>radial nerve palsy</em>. With this condition, extension of the wrist is impossible so when the hand is in a pronated position, the hand will drop down into flexion.</p><p>&nbsp;</p><p>This is because the&nbsp;<strong>extensor</strong> muscles in the hand are supplied by the radial nerve (and the&nbsp;posterior interosseus nerve, which itself is a continuation of the deep branch of the radial nerve).</p><p>&nbsp;</p><p>The flexor muscles of the wrist and digits are innervated by the median nerve.</p>","anatomy"
"2340074","2016-10-19 04:05:35","1602010","2.8800","116","76","E","5","<p>What type of joint is the Carpometacarpal joint?</p>","<p>Ball and Socket</p>","<p>Condyloid</p>","<p>Hinge</p>","<p>Pivot</p>","<p>Saddle</p>","<p>In saddle (biaxial) joints, saddle shaped heads permit movement in two different planes.</p>","Upper limb anatomy, Skeleton, anatomy, upper limb, osteology"
"2340087","2016-10-19 04:09:57","1602926","2.8200","102","65","A","5","<p>what is tachycardia&nbsp;</p>","<p>abnormally rapid heart rate&nbsp;</p>","<p>abnormally slow heart rate</p>","<p>irregular heart rate&nbsp;</p>","<p>A and C</p>","<p>none of the above</p>","<p>tachycardia is an abnormally rapid heart rate&nbsp;</p>","Cardiovascular System"
"2340089","2016-10-19 04:10:43","1601849","2.6800","83","62","C","5","<p>How many bones are there in the human body?</p>","<p>204</p>","<p>205</p>","<p>206</p>","<p>207</p>","<p>208</p>","<p><iframe title=""YouTube video player"" width=""425"" height=""350"" src=""//www.youtube.com/embed/bXxXqJzVjnQ"" frameborder=""0""></iframe></p>","Skeleton"
"2340094","2016-10-19 04:11:51","1606500","3.0200","95","63","D","5","<p>Which muscles does the inferior subscapular nerve innervate?</p>","<p>Posterior forearm muscles</p>","<p>Serratus anterior and subscapularis</p>","<p>Teres major and teres minor</p>","<p>Subscapularis and teres major</p>","<p>Subscapularis and teres minor</p>","<p>The inferior subscapular nerve innervates subscapularis and teres major</p>","Upper limb anatomy"
"2340096","2016-10-19 04:12:00","1601654","2.7400","116","73","B","5","<p>Which is the rate limiting step in glycolysis?</p>","<p>Hexokinase</p>","<p>PFK1</p>","<p>PFK2</p>","<p>Phosphoglucose isomerase</p>","<p>Pyruvate kinase</p>","<p>PFK1</p>","Anaerobic Respiration, Respiration, Metabolic pathways"
"2340101","2016-10-19 04:12:33","1304873","2.9600","70","48","A","5","<p>Where is transitional epithelia most likely to be found?</p>","<p>The urinary bladder</p>","<p>skin</p>","<p>mouth</p>","<p>trachea</p>","<p>Around bones</p>","<p>Transitional epithelia is found in the bladder</p>","Physiology"
"2340109","2016-10-19 04:15:17","1503722","3.0000","113","77","C","5","<p>Which nerve supplies biceps brachii?&nbsp;</p>","<p>Radial nerve</p>","<p>Axillary nerve</p>","<p>Musculocutaneous nerve</p>","<p>Ulna nerve</p>","<p>Accessory nerve&nbsp;</p>","<p>The musculocutaneous nerve supplies the muscles of the anterior arm.</p>","anatomy, upper limb, Upper limb anatomy, Innervation"
"2340110","2016-10-19 04:15:40","1606133","2.9100","79","57","D","5","<p>WHAT CELL JUNCTION IS AFFECTED IN THE CONDITION PEMPHIGUS?&nbsp;</p>","<p>Adherens junctions</p>","<p>tight junctions</p>","<p>gap junctions&nbsp;</p>","<p>desmosomes</p>","<p>hemidesmosomes</p>","<p>OCCURS IN EPITHILIAL TISSUE</p>","-"
"2340111","2016-10-19 04:15:52","1602543","3.0100","101","68","B","5","<p>Which nerve supplies all the muscles in the anterior arm?</p>","<p>radial</p>","<p>musculocutaneous</p>","<p>ulnar</p>","<p>median</p>","<p>long thoracic&nbsp;</p>","<p>There are three muscles located in the anterior compartment of the upper arm &ndash; biceps brachii, coracobrachialis and brachialis. They are all innervated by the musculocutaneous nerve. A good memory aid for this is BBC &ndash; biceps, brachialis, coracobrachialis.</p>","anatomy, upper limb"
"2340113","2016-10-19 04:15:57","1602149","2.9700","106","73","B","5","<p>Which nerve innervates coracobrachialis?</p>","<p>axillary</p>","<p>musculocutaneous</p>","<p>Radial</p>","<p>ulnar</p>","<p>Median</p>","<p>coracobrachialis is innervated by the musculocutaneous nerve (C5, C6, C7)</p>","Upper limb anatomy"
"2340119","2016-10-19 04:16:55","1602999","3.0800","94","61","A","5","<p>The thoraco dorsal nerve innervates which muscle?</p>","<p>Latissimus Dorsi</p>","<p>Serratus Anterior&nbsp;</p>","<p>Pectoralis major&nbsp;</p>","<p>Levator scapulae&nbsp;</p>","<p>Rhomboid major and minor&nbsp;</p>","<p>Latissimus Dorsi found on the posterior side of the body and is supplied by the thoracodorsal nerve.</p>","anatomy"
"2340123","2016-10-19 04:19:27","1607709","2.8300","98","63","A","5","<p>Which vein passes between the deltoid and pectoralis major (deltopectoral groove)?&nbsp;</p>","<p>Cephalic vein</p>","<p>Basilic vein&nbsp;</p>","<p>Ulnar vein&nbsp;</p>","<p>Sigmoid signus&nbsp;</p>","<p>Inferior thyroid vein&nbsp;</p>","","Upper limb anatomy"
"2340124","2016-10-19 04:20:25","1602010","3.0800","79","53","C","4","<p>Regarding Conscious Levels, what does the&nbsp;acronym ""AVPU"" stand for?</p>","<p>Alert, Verbal, Pressure, Unresponsive</p>","<p>Awake, Verbal, Pressure, Unresponsive</p>","<p>Alert, Verbal, Pain, Unresponsive</p>","<p>Awake, Verbal, Pain, Unresponsive</p>","","<p>The letters stand for Alert, Verbal&nbsp;(response to verbal stimuli), Pain (response to pain) and&nbsp;Unresponsive.</p>","clinical skills, Vital Signs Monitoring"
"2340125","2016-10-19 04:15:53","1607513","1.9200","88","64","B","5","<p>What is the first thing to do when about to perform a clinical procedure?</p>","<p>Introduce yourself</p>","<p>Hand Hygiene</p>","<p>Wear gloves</p>","<p>Smile</p>","<p>Sit down</p>","<p>Hand Hygiene is very important as this prevents the spread of infection</p><p>Also doing first this allows your hands to dry before wearing gloves .</p><p>The next one would be to introduce yourself.</p><p>In most cases, these two could be combined.</p>","clinical skills"
"2340126","2016-10-19 04:20:33","1603175","3.1400","97","66","A","5","<p>What roots supply the musculocutaneous nerve?</p>","<p>C5, C6, C7</p>","<p>C6, C7, C8</p>","<p>C7, C8, T1</p>","<p>C6, C7, T1</p>","<p>C5, C8, T1</p>","<p>C5 and C6 form the superior trunk, C7 forms the middle trunk. The superior anterior division and the middle anterior division join, forming the lateral cord. The musculocutaneous nerve branches off this cord.&nbsp;</p><p>&nbsp;</p><p>The musculocutaneous nerve supplies the anterior compartment of the arm.&nbsp;</p>","Upper limb anatomy"
"2340127","2016-10-19 04:21:57","1602581","3.0000","89","60","E","5","<p>What nerve supplies the serratus anterior muscle?</p>","<p>median nerve&nbsp;</p>","<p>Spinal accessory nerve&nbsp;</p>","<p>Thoracodorsal</p>","<p>Sciatic&nbsp;</p><p>&nbsp;</p>","<p>Long thoracic&nbsp;</p>","<p>The long thoracic nerve supplies the serratus anterior and originates from the C5, C6, C7 roots of brachial plexus.</p>","anatomy"
"2340130","2016-10-19 04:25:14","1604654","3.0900","114","76","C","5","<p>Which part of the brachial plexus causes Waiter's Tip?</p>","<p>radial nerve</p>","<p>inferior roots (trunk) of brachial plexus (C8 and T1)</p>","<p>superior roots (trunk) of brachial plexus (C5 and C6)</p>","<p>long thoracic nerve</p>","<p>musculotaneous nerve</p>","<p>Erb's palsy or Erb&ndash;Duchenne palsy is a paralysis of the arm caused by injury to the upper group of the arm's main nerves, specifically the severing of the upper trunk C5&ndash;C6 nerves.</p>","Upper limb anatomy, anatomy"
"2340135","2016-10-19 04:30:21","1602010","3.0500","99","64","A","5","<p>Which three muscles act as flexor muscles in the elbow joint?</p>","<p>Brachioradialis, Biceps brachii,&nbsp;Brachialis</p>","<p>&nbsp;Brachioradialis, Biceps brachii, Pronator teres</p>","<p>Flexor digitorum profundus,&nbsp;Biceps brachii, Brachialis</p>","<p>Brachioradialis,&nbsp;Flexor digitorum profundus, Biceps brachii</p>","<p>Flexor digitorum superficialis, Brachioradialis,&nbsp;Brachialis</p>","<p>There are three main flexor muscles at the elbow:</p><ul><li><strong>Brachialis</strong> acts exclusively as an elbow flexor.&nbsp;</li><li><strong>Brachioradialis</strong> acts essentially as an elbow flexor but also supinates during extreme pronation and pronates during extreme supination.</li><li><strong>Biceps brachii</strong> is the main elbow flexor but, as a biarticular muscle, also plays important secondary roles as a stabiliser at the shoulder and as a supinator.</li></ul>","Upper limb anatomy, Forearm anatomy, anatomy"
"2340143","2016-10-19 04:38:36","1602010","2.7700","78","62","D","5","<p>Which one of these functions do Carbohydrates NOT primarily perform?</p>","<p>Provide energy when oxidised</p>","<p>Store energy</p>","<p>Link to proteins and lipids in order to modify function</p>","<p>Provide thermal and electrical insulation</p>","<p>Supply building blocks for other biochemicals</p>","<p>Lipids generally function as thermal and electrical insulators. A good example is the myelin sheath.&nbsp;</p>","Physiology"
"2340181","2016-10-19 04:58:57","1602010","3.1100","91","62","B","5","<p>Which medical imaging technique does not use ionising radiation?</p>","<p>X Rays&nbsp;</p>","<p>MRI&nbsp;</p>","<p>Flouroscopy/Contrast examinations</p>","<p>Nuclear medicine/PET</p>","<p>CT</p>","<p>MRI (Magnetic Resonance Imaging) and Ultrasound are two common medical imaging techniques that do not expose a patient to ionising radiation.&nbsp;</p>","Radiology"
"2340187","2016-10-19 05:06:13","1602010","3.0900","117","77","B","5","<p>Which enzyme converts Pyruvate to Lactate during fermentation?</p>","<p>Aldolase</p>","<p>Lactate dehydrogenase</p>","<p>Lactate hydrogenase</p>","<p>Lactate isomerase</p>","<p>Pyruvate kinase</p>","<p>Lactate dehydrogenase is an enzyme found in nearly all living cells. It catalyses the conversion of pyruvate to lactate, as it converts NADH to NAD+. This reaction is reversible, and&nbsp;Lactate dehydrogenase can also catalyse the reverse reaction.</p>","Anaerobic Respiration, Respiration, Metabolic pathways"
"2340189","2016-10-19 05:09:08","1601966","3.0900","124","79","C","5","<p>What nerve may be damaged if the surgical neck of the humerus was fractured?&nbsp;</p>","<p>Radial nerve</p>","<p>Median nerve</p>","<p>Axillary nerve</p>","<p>Ulnar nerve</p>","<p>Musculocutaneous nerve</p>","<p>As the axillary nerve is located close to the surgical neck of the humerus, there is a high risk of this nerve being damaged when a fracture to the surgical neck takes place.&nbsp;</p>","anatomy, Skeleton, Upper limb anatomy, osteology, upper limb"
"2340196","2016-10-19 05:12:15","1601966","2.9500","113","82","B","4","<p>What is the role of the subclavius muscle?&nbsp;</p>","<p>Elevate clavicle</p>","<p>Depress clavicle</p>","<p>Abduct arm at shoulder joint</p>","<p>Adduct arm at shoulder joint</p>","","<p>The subclavius depresses the clavicle. Its origin is the junction of the 1st rib and costal cartilage, it inserts on the inferior surface of the clavicle and it is innervated by nerve to subclavius.&nbsp;</p>","Innervation, anatomy, Skeleton, Upper limb anatomy, osteology"
"2340207","2016-10-19 05:17:19","1601966","3.1100","109","74","A","5","<p>Which undifferentiated cells are found between muscle fibres and the basement membrane and serve to repair damage such as minor tears in the muscle tissue?&nbsp;</p>","<p>Satellite cells</p>","<p>Myocytes</p>","<p>Stem cells</p>","<p>Adipocytes</p>","<p>Myoblasts</p>","<p>Satellite cells are found between muscle fibres and the basement membrane. A minor tear of the muscle may be repaired by replacement of of damaged cells with these satellite cells. However, major tears cannot utilise this method of repair.&nbsp;</p>","Physiology, Muscle, Histology, Microanatomy"
"2340214","2016-10-19 05:20:56","1601966","3.1100","105","71","C","5","<p>What is the protein that acts as a store of oxygen in muscle cells?&nbsp;</p>","<p>Haemoglobin</p>","<p>Actin</p>","<p>Myoglobin</p>","<p>Myosin</p>","<p>Troponin</p>","<p>Myoglobin acts as a store of oxygen within the muscle cell. It has a high affinity for oxygen, and provides oxygen to the muscle fibre when there is no blood supply (when the muscle is contracting). In injury, it can be released into the bloodstream - it is toxic when in the blood, and can be used as a marker in clinical situations.&nbsp;</p>","Respiration, Muscle, Physiology"
"2340220","2016-10-19 05:23:01","1601966","2.8600","88","65","D","4","<p>What is a motor unit?&nbsp;</p>","<p>One motor neurone</p>","<p>The muscle fibres innervated by a motor neurone</p>","<p>One motor neurone and one sensory neurone</p>","<p>One motor neurone and all the muscle fibres it innervates</p>","","<p>A motor unit is defined as one motor neurone and all of the muscle fibres it innervates.&nbsp;</p>","Innervation, Muscle, Physiology"
"2340227","2016-10-19 05:26:38","1601966","2.8900","103","72","C","4","<p>Where would transitional epithelium be found?&nbsp;</p>","<p>Lining gastrointestinal system</p>","<p>Skin</p>","<p>Lining urinary system</p>","<p>Trachea and bronchi of lungs</p>","","<p>Transitional epithelium lines the urinary system. It offers the ability to distend which is important to allow the bladder to store varying volumes of liquid.&nbsp;</p>","Microanatomy, Histology"
